Russian	English	Category	Confidence	Sources	Issues
рак эндометрия	cancer		reference_only	baldwin_reference	
рак эндометрия (тела	endometrial		reference_only	baldwin_reference	
рак яичек	testicular		reference_only	baldwin_reference	
рак яичников	ovarian		reference_only	baldwin_reference	
рак, карцинома	cancer		reference_only	baldwin_reference	
раковая кахексия	cancerous		reference_only	baldwin_reference	
раковая кахексия	cachexia		reference_only	baldwin_reference	
раковая клетка	malignant		reference_only	baldwin_reference	
раковая язва	cancerous		reference_only	baldwin_reference	
раковые клетки	cancer cells	anatomy	reference_only	my_medlineplus	
раковый эмбол	embolus		reference_only	baldwin_reference	
рама, рамка для очков	frame		reference_only	baldwin_reference	
рана	injury		reference_only	baldwin_reference	
рана	laceration		reference_only	baldwin_reference	
рана	sore		reference_only	baldwin_reference	
рана	wound	symptom	reference_only	my_medlineplus	
рана, ранение	hurt		reference_only	baldwin_reference	
рана, ранение	wound		reference_only	baldwin_reference	
Рандомизация	Randomization, syn. Random allocation		reference_only	vaccine_pdf_WHO	
рандомизация (метод слепого	randomization		reference_only	baldwin_reference	
рандомизированное клиническое исследование	trial		reference_only	baldwin_reference	
Рандомизированное контролируемое	Randomized controlled trial (RCT		reference_only	vaccine_pdf_WHO	
раневая инфекция	fever		reference_only	baldwin_reference	
раневая инфекция	infection		reference_only	baldwin_reference	
раневой сепсис	wound		reference_only	baldwin_reference	
раневой сепсис	sepsis		reference_only	baldwin_reference	
ранение в упор	wound		reference_only	baldwin_reference	
ранение, нанесённое самому себе	wound		reference_only	baldwin_reference	
ранимость	vulnerability		reference_only	baldwin_reference	
ранить	injure		reference_only	baldwin_reference	
ранить	wound		reference_only	baldwin_reference	
ранить, ушибить, калечить	maim		reference_only	baldwin_reference	
ранка	lesion		reference_only	baldwin_reference	
раннее половое созревание	early		reference_only	baldwin_reference	
раннее слабоумие	proecox		reference_only	baldwin_reference	
ранний	early		reference_only	baldwin_reference	
ранний аборт	early		reference_only	baldwin_reference	
ранний симптом, предвестник болезни	symptom		reference_only	baldwin_reference	
ранняя диагностика, раннее выявление	detection		reference_only	baldwin_reference	
ранняя стадия гипноза	donatism		reference_only	baldwin_reference	
ранняя стадия развития	infancy		reference_only	baldwin_reference	
ранняя стадия, начальная стадия	stage		reference_only	baldwin_reference	
ранняя фаза родов	early labor	procedure	reference_only	my_medlineplus	
ранорасширитель	dilatator		reference_only	baldwin_reference	
ранорасширитель	retractor		reference_only	baldwin_reference	
раса	race		reference_only	baldwin_reference	
раскрытие	disclosure		reference_only	baldwin_reference	
раскрытие информации	disclosure		reference_only	baldwin_reference	
раскрытие шейки матки	cervix dilation	symptom	reference_only	my_medlineplus	
распад	disintegration		reference_only	baldwin_reference	
распад мягких тканей	sarcolysis		reference_only	baldwin_reference	
распад, разрушение	lysis		reference_only	baldwin_reference	
распадаться	decompose		reference_only	baldwin_reference	
распатор	abrasor		reference_only	baldwin_reference	
распатор	scraper		reference_only	baldwin_reference	
расписание	schedule		reference_only	baldwin_reference	
расплывчатое зрение	vision		reference_only	baldwin_reference	
расплывчатое зрение	blurred vision	symptom	reference_only	my_medlineplus	
расплывчатый	blurry		reference_only	baldwin_reference	
расплющивать	squash		reference_only	baldwin_reference	
распознавание	recognition		reference_only	baldwin_reference	
распознавание «своего»	self		reference_only	baldwin_reference	
распознавание речи	recognition		reference_only	baldwin_reference	
расположение	situation		reference_only	baldwin_reference	
расположение духа	mood		reference_only	baldwin_reference	
расположение регистрирующего электрода (при ЭКГ	electrode		reference_only	baldwin_reference	
расположение, местонахождение	position		reference_only	baldwin_reference	
расположенный справа, правосторонний	dextral		reference_only	baldwin_reference	
расположенный у основания	basal		reference_only	baldwin_reference	
распоряжение о жизни, биологическое завещание	will		reference_only	baldwin_reference	
распоряжение об отказе от реанимации	do not resuscitate order	other_medical	reference_only	my_medlineplus	
Распределение	Distribution		reference_only	vaccine_pdf_WHO	
Распределение по полу	Sex distribution		reference_only	vaccine_pdf_WHO	
распространение	communication		reference_only	baldwin_reference	
распространение	expansion		reference_only	baldwin_reference	
распространение	extension		reference_only	baldwin_reference	
распространение	spread		reference_only	baldwin_reference	
Распространение болезни	Spread(ing) of disease, syn. Propagation of disease		reference_only	vaccine_pdf_WHO	
распространение, диссеминация	dissemination		reference_only	baldwin_reference	
распространять	disseminate		reference_only	baldwin_reference	
распространять(ся	spread		reference_only	baldwin_reference	
распространяться	invade		reference_only	baldwin_reference	
распространяться	permeate		reference_only	baldwin_reference	
распространённая сыпь	rash		reference_only	baldwin_reference	
распространённость	occurrence		reference_only	baldwin_reference	
распростёртое положение	prostration		reference_only	baldwin_reference	
распухание	tumefaction		reference_only	baldwin_reference	
распухать	intumesce		reference_only	baldwin_reference	
распухший	bloated		reference_only	baldwin_reference	
распущенность (половая	promiscuity		reference_only	baldwin_reference	
распылитель	nebulizer		reference_only	baldwin_reference	
распылитель, пульвелизатор	atomizer		reference_only	baldwin_reference	
распылять, разбрызгивать	spray		reference_only	baldwin_reference	
рассеивать, распространять(ся	diffuse		reference_only	baldwin_reference	
рассеивающая линза	lens		reference_only	baldwin_reference	
рассеивающая линза	defocusing		reference_only	baldwin_reference	
рассеивающий увлажнитель воздуха	cool-mist humidifier	other_medical	reference_only	my_medlineplus	
рассеивающийся	divergent		reference_only	baldwin_reference	
рассекать	dissect		reference_only	baldwin_reference	
рассекать	incise		reference_only	baldwin_reference	
рассекать ножом/ скальпелем	knife		reference_only	baldwin_reference	
рассекающий	dissecting		reference_only	baldwin_reference	
рассечение	dissection		reference_only	baldwin_reference	
рассечение капсулы хрусталика	discission		reference_only	baldwin_reference	
рассечение почечной чашки	calicectomy		reference_only	baldwin_reference	
рассечение уздечки	frenotomy		reference_only	baldwin_reference	
рассечение, разрез	discission		reference_only	baldwin_reference	
рассечение, разрез	section		reference_only	baldwin_reference	
рассечение, разрезание	scission		reference_only	baldwin_reference	
рассеянный [множественный] склероз	sclerosis		reference_only	baldwin_reference	
рассеянный склероз	multiple		reference_only	baldwin_reference	
Рассеянный склероз (РС	Multiple sclerosis (MS		reference_only	vaccine_pdf_WHO	
рассеяный склероз	MS		reference_only	baldwin_reference	
расслабление, релаксация	relaxation		reference_only	baldwin_reference	
расслаблять(ся	relax		reference_only	baldwin_reference	
расслаивающая аневризма	compound		reference_only	baldwin_reference	
расслаивающая аневризма	dissecting		reference_only	baldwin_reference	
расслаивающая аневризма	aneurysm		reference_only	baldwin_reference	
расслаивающая аневризма аорты	aneurysm		reference_only	baldwin_reference	
Расследование вспышки	Outbreak investigation		reference_only	vaccine_pdf_WHO	
Расследование случая полиомиелита	Polio case investigation		reference_only	vaccine_pdf_WHO	
рассматривать	review		reference_only	baldwin_reference	
расстраивать	upset		reference_only	baldwin_reference	
расстройства координации	poor coordination	symptom	reference_only	my_medlineplus	
расстройства сна	sleep disorders	diagnosis	reference_only	my_medlineplus	
расстройство	derangement		reference_only	baldwin_reference	
расстройство	disorder		reference_only	baldwin_reference	
расстройство	failure		reference_only	baldwin_reference	
расстройство	illness		reference_only	baldwin_reference	
расстройство (функции	distress		reference_only	baldwin_reference	
расстройство восприятия	disorder		reference_only	baldwin_reference	
расстройство желудка	stomach		reference_only	baldwin_reference	
расстройство психической деятельности	dissociation		reference_only	baldwin_reference	
расстройство речи	lalopathy		reference_only	baldwin_reference	
расстройство, недомогание	diseases		reference_only	baldwin_reference	
расстройство, патологическое отклонение	disturbance		reference_only	baldwin_reference	
рассчитывать по времени	time		reference_only	baldwin_reference	
раствор	fluid		reference_only	baldwin_reference	
раствор	liquor		reference_only	baldwin_reference	
раствор (р-р	solution		reference_only	baldwin_reference	
раствор борной кислоты	BAS		reference_only	baldwin_reference	
раствор глюкозы	solution		reference_only	baldwin_reference	
раствор для диализа	solution		reference_only	baldwin_reference	
раствор йода	iodine solution	medication	reference_only	my_medlineplus	
растворение	dissolution		reference_only	baldwin_reference	
Растворение, разведение	Dilution		reference_only	vaccine_pdf_WHO	
растворение, разжижение	attenuation		reference_only	baldwin_reference	
Растворимые антигены	Soluble antigens		reference_only	vaccine_pdf_WHO	
растворитель	thinner		reference_only	baldwin_reference	
Растворитель	Diluent		reference_only	vaccine_pdf_WHO	
растворять	dilute		reference_only	baldwin_reference	
растворять	dissolve		reference_only	baldwin_reference	
растение	herb		reference_only	baldwin_reference	
растение	plant		reference_only	baldwin_reference	
растерянность	confusion	symptom	reference_only	my_medlineplus	
растирание	balm		reference_only	baldwin_reference	
растирание	friction		reference_only	baldwin_reference	
растительное масло	vegetable		reference_only	baldwin_reference	
растительный белок	gluten		reference_only	baldwin_reference	
растолочь в порошок таблетку	grinding		reference_only	baldwin_reference	
растрескивание	spalling		reference_only	baldwin_reference	
растровая [сканирующая] электронная микроскопия (РЭМ	REM		reference_only	baldwin_reference	
растущая опухоль	tumor		reference_only	baldwin_reference	
растущая опухоль	growing		reference_only	baldwin_reference	
растущий охват (напр., населения	coverage		reference_only	baldwin_reference	
растягивание	distraction		reference_only	baldwin_reference	
растягивание	stretch		reference_only	baldwin_reference	
растягивание задней поверхности бедра	hamstring stretch	procedure	reference_only	my_medlineplus	
растягивание мышц поясницы	lumbar extension	procedure	reference_only	my_medlineplus	
растягивание нижнего отдела спины	low back stretch	procedure	reference_only	my_medlineplus	
растягивание поясничного отдела позвоночника	lumbar spine stretches	procedure	reference_only	my_medlineplus	
растягивать	draw		reference_only	baldwin_reference	
растягивать	stretch		reference_only	baldwin_reference	
растяжение	dilatation		reference_only	baldwin_reference	
растяжение	distension		reference_only	baldwin_reference	
растяжение	sprain	diagnosis	reference_only	my_medlineplus	
растяжение (напр., связки/сустава	sprain		reference_only	baldwin_reference	
растяжение мышц бедра	hip extension	procedure	reference_only	my_medlineplus	
растяжение мышцы	strain		reference_only	baldwin_reference	
растяжение связки	ligament		reference_only	baldwin_reference	
растяжение связок	strain		reference_only	baldwin_reference	
растяжение связок	ligament		reference_only	baldwin_reference	
растяжимость, эластичность	compliance		reference_only	baldwin_reference	
растяжимый	dilatable		reference_only	baldwin_reference	
расход	consumption		reference_only	baldwin_reference	
расходящееся косоглазие	squint		reference_only	baldwin_reference	
расходящееся косоглазие	divergent		reference_only	baldwin_reference	
расходящееся косоглазие	walleye		reference_only	baldwin_reference	
расходящийся	divergent		reference_only	baldwin_reference	
расхождение	discrepancy		reference_only	baldwin_reference	
Расчет; количественная оценка; вычисление	Estimation		reference_only	vaccine_pdf_WHO	
расчитанная ежедневная доза	DDD		reference_only	baldwin_reference	
расчленять	dismember		reference_only	baldwin_reference	
расчёсывать	scratch		reference_only	baldwin_reference	
расчётная доза	dose		reference_only	baldwin_reference	
расчётная доза	calculated		reference_only	baldwin_reference	
расшатанность зубов	tooth		reference_only	baldwin_reference	
расшатанность зубов	mobility		reference_only	baldwin_reference	
расшатанный зуб	tooth		reference_only	baldwin_reference	
расширение	dilatation		reference_only	baldwin_reference	
расширение	dilation		reference_only	baldwin_reference	
расширение	distension		reference_only	baldwin_reference	
расширение	enlargement		reference_only	baldwin_reference	
расширение	expansion		reference_only	baldwin_reference	
расширение вен и венозный застой	phlebeurysm		reference_only	baldwin_reference	
расширение глобальных мер в ответ на эпидемию	response		reference_only	baldwin_reference	
расширение кровеносных сосудов	blood vessel swelling	symptom	reference_only	my_medlineplus	
расширение лёгких при	respiratory		reference_only	baldwin_reference	
расширение лёгких при дыхании	expansion		reference_only	baldwin_reference	
расширение сердца	auxocardia		reference_only	baldwin_reference	
расширение, растяжение	spread		reference_only	baldwin_reference	
Расширенная программа	Expanded Program on Immunization (EPI		reference_only	vaccine_pdf_WHO	
расширенная реанимация	advanced life support (ALS		reference_only	baldwin_reference	
расширенный	enhanced		reference_only	baldwin_reference	
расширенный зрачок	dilated		reference_only	baldwin_reference	
расширенный, дилатированный	dilated		reference_only	baldwin_reference	
расширитель	dilatator		reference_only	baldwin_reference	
расширитель	spreader		reference_only	baldwin_reference	
расширитель влагалища, кольпейринтер	colpeurynter		reference_only	baldwin_reference	
расширитель канала шейки матки	dilator		reference_only	baldwin_reference	
расширяющийся	dilatable		reference_only	baldwin_reference	
расшифровка	[interpretation]		reference_only	baldwin_reference	
Расшифровка последовательности ДНК	Gene sequencing, syn. DNA sequencing		reference_only	vaccine_pdf_WHO	
расщелина языка	glossoschisis		reference_only	baldwin_reference	
расщепление	cleavage		reference_only	baldwin_reference	
расщепление	segregation		reference_only	baldwin_reference	
расщепление	splitting		reference_only	baldwin_reference	
расщепление белка	breakdown		reference_only	baldwin_reference	
расщепление жиров	splitting		reference_only	baldwin_reference	
расщепление личности	personality		reference_only	baldwin_reference	
расщепление челюсти	schizognathism		reference_only	baldwin_reference	
расщепление языка	schistoglossia		reference_only	baldwin_reference	
расщеплённый	cleft		reference_only	baldwin_reference	
расщеплённый лоскут	flap		reference_only	baldwin_reference	
расщеплённый позвонок	vertebra		reference_only	baldwin_reference	
рахитическая грудная клетка	rachitic		reference_only	baldwin_reference	
рахитическая грудная клетка	chest		reference_only	baldwin_reference	
рахитический сколиоз	rachitic		reference_only	baldwin_reference	
рацион	ration		reference_only	baldwin_reference	
рациональная психология	psychology		reference_only	baldwin_reference	
рашпиль	file		reference_only	baldwin_reference	
рваная рана	wound		reference_only	baldwin_reference	
рваная рана	lacerated		reference_only	baldwin_reference	
рваный (о ране	jagged		reference_only	baldwin_reference	
рвать	vomit		reference_only	baldwin_reference	
рвота	puke		reference_only	baldwin_reference	
рвота	vomit	symptom	reference_only	baldwin_reference|my_medlineplus	
рвота	throwing up	symptom	reference_only	my_medlineplus	
рвота «кофейной гущей»	black		reference_only	baldwin_reference	
рвота жёлчью	vomiting		reference_only	baldwin_reference	
рвота жёлчью	cholemesis		reference_only	baldwin_reference	
рвота жёлчью	bilious		reference_only	baldwin_reference	
рвота с кровью	blood		reference_only	baldwin_reference	
рвота с кровью	vomiting blood	symptom	reference_only	my_medlineplus	
рвотная масса	vomit		reference_only	baldwin_reference	
рвотное средство	emetic		reference_only	baldwin_reference	
рвотное средство	vomitive		reference_only	baldwin_reference	
рвотное средство	vomitory		reference_only	baldwin_reference	
рвотные массы	puke		reference_only	baldwin_reference	
рвотный	emetic		reference_only	baldwin_reference	
рвотный	vomitive		reference_only	baldwin_reference	
рвотный	vomitory		reference_only	baldwin_reference	
рвотный рефлекс	gag		reference_only	baldwin_reference	
рвотный рефлекс	vomiting		reference_only	baldwin_reference	
реабилитационная терапия	rehabilitation therapy	procedure	reference_only	my_medlineplus	
реабилитация	aftercare		reference_only	baldwin_reference	
реабилитация	rehabilitation		reference_only	baldwin_reference	
реабилитация при болезнях сердца	rehabilitation		reference_only	baldwin_reference	
реагент	reagent		reference_only	baldwin_reference	
Реагенты; реактивы	Reagents		reference_only	vaccine_pdf_WHO	
реагировать	react		reference_only	baldwin_reference	
реагировать	respond		reference_only	baldwin_reference	
реактив	reagent		reference_only	baldwin_reference	
реактивация	reactivation		reference_only	baldwin_reference	
реактивная бумага	test		reference_only	baldwin_reference	
реактивная бумага	paper		reference_only	baldwin_reference	
реактивная гипогликемия	reactive		reference_only	baldwin_reference	
реактивная депрессия	situational		reference_only	baldwin_reference	
реактивная система	reactive		reference_only	baldwin_reference	
реактивное воспаление	reactive		reference_only	baldwin_reference	
реактивное воспаление	inflammation		reference_only	baldwin_reference	
реактивное ие неживд	discriminative stimulus ~ies -лумитсые ньлетичилзар jet		needs_review	akzhigitov_dict	
Реактогенность (вакцины	Reactogenecity (of vaccines		reference_only	vaccine_pdf_WHO	
Реактогенность вакцины	Vaccine reactogenecity		reference_only	vaccine_pdf_WHO	
Реактогенность препарата	Product reactogenicity		reference_only	vaccine_pdf_WHO	
реакция агглютинации	test		reference_only	baldwin_reference	
Реакция агглютинации	Agglutination test		reference_only	vaccine_pdf_WHO	
Реакция агглютинации в пробирке	Tube agglutination test		reference_only	vaccine_pdf_WHO	
Реакция агглютинации латексных частиц; реакция	Latex agglutination test		reference_only	vaccine_pdf_WHO	
Реакция антиген-антитело	Antigen-antibody reaction		reference_only	vaccine_pdf_WHO	
реакция бласттрансформации	reaction		reference_only	baldwin_reference	
реакция Вассермана (РВ	WR		reference_only	baldwin_reference	
реакция гиперчувствительности	reaction		reference_only	baldwin_reference	
реакция замедленного типа	delayed		reference_only	baldwin_reference	
реакция избегания	behavior		reference_only	baldwin_reference	
реакция избегания	response		reference_only	baldwin_reference	
реакция иммунофлюореценции (РИФ	IFA		reference_only	baldwin_reference	
Реакция нейтрализации (РН	Neutralization test (NT		reference_only	vaccine_pdf_WHO	
Реакция нейтрализации (РН) вируса	Viral neutralization test (NT		reference_only	vaccine_pdf_WHO	
Реакция непрямой	Indirect hemagglutination assay/test (IHA/IHT		reference_only	vaccine_pdf_WHO	
Реакция пассивной гемагглютинации (РПГА	Passive hemagglutination test		reference_only	vaccine_pdf_WHO	
Реакция преципитации	Precipitation reaction		reference_only	vaccine_pdf_WHO	
Реакция связывания комплемента	Complement fixation test (CFT), syn. CF test		reference_only	vaccine_pdf_WHO	
реакция связывания комплимента	CFT		reference_only	baldwin_reference	
Реакция торможения	Hemagglutination inhibition test (HIT/HI test		reference_only	vaccine_pdf_WHO	
реакция цитотоксичности	assay		reference_only	baldwin_reference	
Реакция Шика	Schick test, syn. Schick control		reference_only	vaccine_pdf_WHO	
реанимация	resuscitation		reference_only	baldwin_reference	
реанимация	cardiopulmonary resuscitation	procedure	reference_only	my_medlineplus	
реанимация	cpr	procedure	reference_only	my_medlineplus	
реанимация «рот- в-рот»	resuscitation		reference_only	baldwin_reference	
реанимация при остановке сердца	arrest		reference_only	baldwin_reference	
реанимация с применением непрямого [закрытого] массажа сердца	resuscitation		reference_only	baldwin_reference	
реанимация, оживление, реанимирование	reanimation		reference_only	baldwin_reference	
реанимировать, оживлять	reanimate		reference_only	baldwin_reference	
реанимировать, оживлять	resuscitate		reference_only	baldwin_reference	
реанимировать, оживлять	revive		reference_only	baldwin_reference	
ребра	ribs	anatomy	reference_only	my_medlineplus	
ребёнок	baby		reference_only	baldwin_reference	
ребёнок младшего возраста (1-3 года	toddler		reference_only	baldwin_reference	
ребёнок на искусственном вскармливании	baby		reference_only	baldwin_reference	
ребёнок, родившийся в срок	baby		reference_only	baldwin_reference	
ревакцинаторный эффект	effect		reference_only	baldwin_reference	
Ревакцинация	Revaccination		reference_only	vaccine_pdf_WHO	
ревакцинация, повторная вакцинация	revaccination		reference_only	baldwin_reference	
Ревакцинация; Бустерная иммунизация	Booster immunization		reference_only	vaccine_pdf_WHO	
ревматизм, ревматическая болезнь	rheumatism		reference_only	baldwin_reference	
ревматик, больной ревматизмом	rheumatic		reference_only	baldwin_reference	
ревматическая лихорадка	rheumatic		reference_only	baldwin_reference	
ревматический	rheumatic		reference_only	baldwin_reference	
ревматический	rheumatoid		reference_only	baldwin_reference	
ревматический артериит	rheumatic		reference_only	baldwin_reference	
ревматический артериит	arteritis		reference_only	baldwin_reference	
ревматический артрит	arthritis		reference_only	baldwin_reference	
ревматический остит	pheumatic		reference_only	baldwin_reference	
ревматоидный	rheumatoid		reference_only	baldwin_reference	
ревматоидный артрит	rheumatoid arthritis	diagnosis	reference_only	my_medlineplus	
ревнивый	jealous		reference_only	baldwin_reference	
ревнивый супруг	spouse		reference_only	baldwin_reference	
ревнующий	jealous		reference_only	baldwin_reference	
регенерация, восстановление	regeneration		reference_only	baldwin_reference	
регенерировать, восстанавливать(ся	regenerate		reference_only	baldwin_reference	
Регион, область	Region		reference_only	vaccine_pdf_WHO	
региональная химиотерапия (РХТ	chemotherapy		reference_only	baldwin_reference	
Региональный уровень	Regional level		reference_only	vaccine_pdf_WHO	
региональный, местный	regional		reference_only	baldwin_reference	
регионарная анестезия	regional		reference_only	baldwin_reference	
регионарный	regional		reference_only	baldwin_reference	
регионарный лимфатический узел	node		reference_only	baldwin_reference	
регионарный метастаз	regional		reference_only	baldwin_reference	
регионарный метастаз	metastasis		reference_only	baldwin_reference	
регионарный энтерит	enteritis		reference_only	baldwin_reference	
регистратор	receptionist		reference_only	baldwin_reference	
Регистратор данных	Data logger		reference_only	vaccine_pdf_WHO	
регистратура	reception		reference_only	baldwin_reference	
регистратура	area		reference_only	baldwin_reference	
регистратура	room		reference_only	baldwin_reference	
регистратурная стойка	reception		reference_only	baldwin_reference	
регистратурная стойка	area		reference_only	baldwin_reference	
регистрация	register		reference_only	baldwin_reference	
Регистрация прививок / Форма для учета прививок	Vaccination record		reference_only	vaccine_pdf_WHO	
регистрация, учёт	record		reference_only	baldwin_reference	
регистрировать	record		reference_only	baldwin_reference	
регистрировать	register		reference_only	baldwin_reference	
регламентация, установление стандартов	regulation		reference_only	baldwin_reference	
регресс (обратное развитие	regression		reference_only	baldwin_reference	
регресс, падение	abasement		reference_only	baldwin_reference	
регридиентная [обратимая]	regredient		reference_only	baldwin_reference	
регридиентная [обратимая] деменция	dementia		reference_only	baldwin_reference	
регулирование рождаемости	fertility		reference_only	baldwin_reference	
регулирование рождаемости	control		reference_only	baldwin_reference	
регулирование, регуляция	regulation		reference_only	baldwin_reference	
регулируемый желудочный бандаж	adjustable gastric band [lap band]		reference_only	baldwin_reference	
регулируемый желудочный бандаж	adjustable gastric [lap band]		reference_only	baldwin_reference	
регулирующее воздействие	response		reference_only	baldwin_reference	
регулирующий фактор	factor		reference_only	baldwin_reference	
регулирующий фактор	control		reference_only	baldwin_reference	
регулярно, постоянно	regularly		reference_only	baldwin_reference	
регулярный	regular		reference_only	baldwin_reference	
регуляторная система	regulatory		reference_only	baldwin_reference	
регуляция	pacing		reference_only	baldwin_reference	
регуляция функции мочевого пузыря	continence		reference_only	baldwin_reference	
регургитация	regurgitation		reference_only	baldwin_reference	
редкий	occasional		reference_only	baldwin_reference	
редкий	orphan		reference_only	baldwin_reference	
редкий	rare		reference_only	baldwin_reference	
редкий (о волосах	thin		reference_only	baldwin_reference	
редкое заболевание	disease		reference_only	baldwin_reference	
редуцированный	reduced		reference_only	baldwin_reference	
Реестр лабораторий; инвентаризация лабораторий	Laboratory inventory		reference_only	vaccine_pdf_WHO	
Реестр, составленный по возрасту и полу	Age-sex register		reference_only	vaccine_pdf_WHO	
режим ожидания, дежурный режим	mode		reference_only	baldwin_reference	
режим работы	behavior		reference_only	baldwin_reference	
режим сна	sleep patterns	other_medical	reference_only	my_medlineplus	
режущая боль	pain		reference_only	baldwin_reference	
режущая боль	cutting		reference_only	baldwin_reference	
режущая игла	cutting		reference_only	baldwin_reference	
режущий инструмент, фреза	cutter		reference_only	baldwin_reference	
резаная рана	wound		reference_only	baldwin_reference	
резекция желудка	resection		reference_only	baldwin_reference	
резекция желудка	gastric		reference_only	baldwin_reference	
резекция кардии	cardiectomy		reference_only	baldwin_reference	
резекция кардии желудка	cardiotomy		reference_only	baldwin_reference	
резекция нёбного язычка	staphylectomy		reference_only	baldwin_reference	
резекция ребра	costectomy		reference_only	baldwin_reference	
резекция толстой кишки	resection		reference_only	baldwin_reference	
резекция, иссечение	resection		reference_only	baldwin_reference	
резерв	pool		reference_only	baldwin_reference	
резерв, запас	reserve		reference_only	baldwin_reference	
резервировать	reserve		reference_only	baldwin_reference	
Резервный (буферный) запас	Buffer stock		reference_only	vaccine_pdf_WHO	
Резервный генератор	Stand-by generator, syn. Back-up generator		reference_only	vaccine_pdf_WHO	
Резервный запас (вакцин	Stockpile		reference_only	vaccine_pdf_WHO	
резец	cutter		reference_only	baldwin_reference	
рези	pain		reference_only	baldwin_reference	
рези	cutting		reference_only	baldwin_reference	
резидентура	residency		reference_only	baldwin_reference	
резина	rubber		reference_only	baldwin_reference	
резиновая пробка	rubber stopper	other_medical	reference_only	my_medlineplus	
резиновые перчатки	gloves		reference_only	baldwin_reference	
резиновый	rubber		reference_only	baldwin_reference	
Резистентность к лекарствам; лекарственная устойчивость	Drug resistance		reference_only	vaccine_pdf_WHO	
резистентность капилляров	resistance		reference_only	baldwin_reference	
резистентность сниженная	resistance		reference_only	baldwin_reference	
резистентность, сопротивляемость	resistance		reference_only	baldwin_reference	
резистентный	resistant		reference_only	baldwin_reference	
резкая смена эмоционального состояния	outbursts of emotion	symptom	reference_only	my_medlineplus	
резкая/острая боль	sharp		reference_only	baldwin_reference	
резкая/острая боль	pain		reference_only	baldwin_reference	
резкий	acrid		reference_only	baldwin_reference	
резкий	sharp		reference_only	baldwin_reference	
резкий (о боли	acute		reference_only	baldwin_reference	
резонанс	resonance		reference_only	baldwin_reference	
резорбтивная лихорадка	fever		reference_only	baldwin_reference	
результат	effect		reference_only	baldwin_reference	
результат	findings		reference_only	baldwin_reference	
результат	result		reference_only	baldwin_reference	
результат, отдача; продукция; выход (продукции	Output		reference_only	vaccine_pdf_WHO	
Результативность, эффективность	Effectiveness		reference_only	vaccine_pdf_WHO	
Результаты вирусологических исследований	Virologic findings		reference_only	vaccine_pdf_WHO	
результаты исследования	test results	test	reference_only	my_medlineplus	
Результаты исследования пробы (образца) материала	Specimen-based data		reference_only	vaccine_pdf_WHO	
результаты мероприятий по охране здоровья	outcomes		reference_only	baldwin_reference	
Результаты; исходы	Outcomes		reference_only	vaccine_pdf_WHO	
резус-конфликт, резус- несовместимость	incompatibility		reference_only	baldwin_reference	
резус-конфликтный ребёнок	rhesus		reference_only	baldwin_reference	
резус-конфликтный ребёнок	baby		reference_only	baldwin_reference	
резус-несовместимость	incompatibility		reference_only	baldwin_reference	
резус-отрицательная кровь	blood		reference_only	baldwin_reference	
резус-отрицательный	negative		reference_only	baldwin_reference	
резус-положительная кровь	blood		reference_only	baldwin_reference	
резус-положительный	positive		reference_only	baldwin_reference	
резус-фактор	factor		reference_only	baldwin_reference	
резус-фактор	rh factor	test	reference_only	my_medlineplus	
Реинфекция (реинвазия	Reinfection		reference_only	vaccine_pdf_WHO	
реинфузия крови (обратное переливание	autoreinfusion		reference_only	baldwin_reference	
рейтинг	rating		reference_only	baldwin_reference	
рекомбинантная вакцина – вакцина, содержащая	recombinant vaccine		reference_only	vaccine_pdf_WHO	
рекомбинантная ДНК (рекДНК	DNA		reference_only	baldwin_reference	
Рекомбинантная сибиреязвенная вакцина с протективным	rPA vaccine		reference_only	vaccine_pdf_WHO	
Рекомбинантная технология	Recombinant technology		reference_only	vaccine_pdf_WHO	
Рекомбинантные вакцины	Recombinant vaccines		reference_only	vaccine_pdf_WHO	
рекомбинантный (произведенный путем генной инженерии	recombinant		reference_only	baldwin_reference	
рекомбинантный вирус	virus		reference_only	baldwin_reference	
рекомбинантный клон	recombinant		reference_only	baldwin_reference	
рекомбинантный клон	clone		reference_only	baldwin_reference	
рекомендация	reference		reference_only	baldwin_reference	
рекомендованный	advisable		reference_only	baldwin_reference	
рекомендуемая норма потребления (РНП	RDI		reference_only	baldwin_reference	
реконструктивная хирургия груди	breast reconstruction	procedure	reference_only	my_medlineplus	
реконструкция	reconstruction		reference_only	baldwin_reference	
рекреационный, оздоровительный	recreational		reference_only	baldwin_reference	
ректальная температура	rectal temperature	test	reference_only	my_medlineplus	
ректально, в прямую кишку	per rectum		reference_only	baldwin_reference	
ректальное введение	rectal		reference_only	baldwin_reference	
ректальное введение	administration		reference_only	baldwin_reference	
ректальное зеркало	speculum		reference_only	baldwin_reference	
ректальные суппозитории/ свечи	suppository		reference_only	baldwin_reference	
ректальный [прямокишечный]	rectal		reference_only	baldwin_reference	
ректальный, прямокишечный	rectal		reference_only	baldwin_reference	
ректоманоскопия, проктосигмоидоскопия	proctosigmoidoscopy		reference_only	baldwin_reference	
ректороманоскопия	sigmoidoscopy	procedure	reference_only	my_medlineplus	
ректосигмоидэктомия, проктосигмоидэктомия	proctosigmoidectomy		reference_only	baldwin_reference	
ректрактор	retractor		reference_only	baldwin_reference	
рекурсивная система	system		reference_only	baldwin_reference	
рекурсивная система	recursive		reference_only	baldwin_reference	
релаксант	relaxant		reference_only	baldwin_reference	
