source_term,target_term,source,quality,notes,status,category
) бактерии,bacterium,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сексуальность,sexuality,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сексуальный анамнез,sexual history,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сексуальный невроз,sexual neurosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сексуальный партнёр,sexual partner,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
секундомер,stopwatch timer,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
секционная,autopsy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
секционный стол,dissecting table,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
селезёнка,spleen,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
селезёночная артерия,splenic artery,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
селезёночный,splenic,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
селен,selenium,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
семантическая,semantic paraphrasia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
семенной канатик,testicular cord,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
семенной пузырёк,seminal vesicle,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сенна,senna,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сенсибилизация,sensibilization,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сенсибилизирующий,sensibilizing,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сепсис новорождённых,neonatal sepsis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
септицемия,septicemia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
септическая лихорадка,septic fever,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
септический шок,septic shock,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
септопластика,septoplasty,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
септоринопластика,septorhinoplasty,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
септостомия,septostomy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
септотом,septotome,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
септотомия,septotomy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сердечная астма,cardiac asthma,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сердечная недостаточность,cardiac failure,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сердечная недостаточность,failure (HF),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сердечная трубка,cardiac tube,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сердечномышечный,cardiomascular,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сердечнососудистая,cardiovascular,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сердце,cordis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сердцебиение,heartbeat,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серебро,silver,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сернистый,sulfurous,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серный,sulfuric,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серодискордантные,couples,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серодискордантный,serodiscordant,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серозит,serositis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серозная жидкость,serous fluid,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серозная мокрота,serous mucus,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серозная оболочка,serous membrane,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серозный выпот,serous effusion,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серозный плеврит,serous pleurisy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сероиммунитет,seroimmunity,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сероконверсия,seroconversion,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серологический,serologic(al),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серологический метод,serological method,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серологическое,evidence,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серомукоид,seromucoid,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серонегативный,seronegative,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серопозитивный,seropositive,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серопрофилактика,seroprophylaxis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серорезистентный,serofast,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серотерапия,serotherapy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серотерапия,treatment,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серотип,serotype,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серотонин,serotonin,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сероэпидемиология,seroepidemiology,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серповидно-клеточная анемия,trait/disease,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серповидный,falciform,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серповидный,sickle-shaped,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
серьёзная травма,serious injury,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сжатие,compression,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сиаладенит,sial(o)adenitis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сиаладенэктомия,sialoadenectomy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сиалография,sialography,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сиалолитиаз,ptyalithiasis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сигара,cigar,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сигарета,cigarette,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сигматизм,lisping,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сигмовидный,sigmoid,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сигмоидит,sigmoiditis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сигмоидопексия,sigmoidopexy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сигмоидоскоп,sigmoidoscope,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сигмоидоскопия,sigmoidoscopy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сигмоидостомия,sigmoidostomy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сигмоидотомия,sigmoidotomy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сигнальный,sentinel,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сидеробласт,sideroblast,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сидеродерма,sideroderma,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сидеродромофобия,siderodromophobia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сидеропения,sideropenia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сидеросиликоз,siderosilicosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сидероскоп,sideroscope,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сидерофиброз,siderofibrosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сидерофил,siderophile,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сидерофор,siderophore,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сидероцит,siderocyte,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сила,intensity,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
силикоз,schistosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
силикоз,silicosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
силиконовая линза,silicone lens,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
силикотуберкулёз,silicotuberculosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сильная боль,intense pain,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сильная боль,violent pain,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симбиоз,symbiosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
символ,symbol,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симпаталгия,sympathalgia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симпатикотомия,sympathicotomy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симпатикотония,sympathicotonia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симпатикотрипсия,sympathicotripsy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симпатический,sympathetic,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симпатобласт,sympathoblast,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симпатобластома,sympathoblastoma,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симпатопатия,sympathopathy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симпатэктомия,sympathectomy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симптом Пастернацкого,Pasternatsky’s,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симптом монетного звона (при пневмотораксе),coin [bell metal resonance],Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симптом монетного звона (при пневмотораксе),coin test [bell metal resonance],Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симптом отмены,hypnotic withdrawal,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симптом отмены седативных и снотворных средств,sedative-hypnotic withdrawal symptom,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симптоматическая,secondary hypertension,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симптоматический,symptomatic,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симптомокомплекс,symptoms,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симультантное,fertilization,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симулянт,malingerer,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симфиз,symphisis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
симфизиотомия,symphisiotomy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синапс,synapse,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синапсис,synapsis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синартроз,synarthrosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдесмография,syndesmography,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдесмоз,syndesmosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдесмология,syndesmology,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдесмофит,syndesmophyte,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром,(TSS),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром,Angelman syndrome (AS),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром,fetal tobacco syndrome (FTS),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром,immunodeficiency,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром,multiple syndrome,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром,restless legs syndrome (RLS),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром,syndrome],Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром Гийена-,Guillain-Barre (GBS),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром Дауна,Down syndrome,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром Прадера-Вилли (генетическая аномалия),Prader-Willy syndrome (PWS),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром вытянутого лица,long face syndrome,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром диссеминированного внутрисосудистого свёртывания,disseminated intravascular coagulation syndrome,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдром приобретённого иммунодефицита (СПИД),acquired immunodeficiency (AIDS),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдромное лечение,syndromic treatment,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдромный,syndromic,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синдромный диагноз,syndromic diagnosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синовиальная жидкость,synovial fluid,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синовиальная саркома,synovial sarcoma,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синовиальное влагалище,synovial sheath,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синовиальный,synovial,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синовит,synovitis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синтез,synthesis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синтетический,synthetic,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синтетический антиген,synthetic antigen,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синтопия,syntopy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синусовоатриальный,sinoatrial,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синусография,sinusography,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синусоидный,sinusoid,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синусотомия,sinusotomy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синхондроз,synchondrosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синхронизация,synchronization,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
синхронизм,synchronism,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сирингобульбия,syringobulbia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сирингоменингоцеле,syringomeningocele,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сирингомиелия,myelosyringosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сирингомиелия,syringomyelia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сирингомиелоцеле,syringomyelocele,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сирингоцистаденома,syringoadenoma,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сирингоэнцефалия,syringoencephalia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сироп,syrup,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
система,system,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
система «вирус-клетка,host-virus,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
система принятия,decision making,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
система принятия,decision making system,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
система размещения электродов «10—20» (при проведении ЭЭГ),ten-twenty system,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
система свёртывания крови,clotting system,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
система управления в чрезвычайных ситуациях,Incident Command System (ICS),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
системное заболевание,systemic disease,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
системный,progressive,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
систола,systole,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
систола желудочков,ventricular systole,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
систолический,systolic,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сифилид,syphiloderma,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сифилис,syphilis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сифилитическая,syphilitic leukoderma,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сифилитический,syphilitic,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сифилитический артериит,syphilitic arteritis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сифилитический шанкр,syphilitic chancre,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сифилогенез,syphilogenesis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сифилодология,syphilology,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сифилофобия,syphilophobia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скальп,scalp,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сканирующая электронная микроскопия (СЭМ),scanning electron microscopy (SEM),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скарификатор,knifer,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скарификатор,scarificator,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скарификация,scarification,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скарлатина,scarlatina,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скарлатина,scarlet fever,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сквозной,penetrating corneal allograft,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скелетные мышцы,skeletal muscles,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скипидар,turpentine,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скирр,scirrhus,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
складка,plica,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
склеродактилия,sclerodactyly,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
склерома,scleroma,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
склеропластика,scleroplasty,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
склеротомия,sclerotomy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
склонность к образованию синяков,bruise easily,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скользящая грыжа,sliding hernia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скополамин,scopolamine,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скоропостижная смерть,sudden death,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скорость,velocity,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скорость выдоха,expiratory flow rate,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скорость кровотока,blood flow,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
