source_text,target_text,quality,notes,tm_status
перитифлит,perityphlitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
парауретальный абсцесс,abscess,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
периваскулярный,perivascular,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"ангулярный стоматит, заеда",perleche,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"постоянный, неизменный",permanent,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
постоянный катетер,catheter,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
проницаемость,permeability,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фактор проницаемости,factor,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
проницаемый,permeable,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"проникать, просачиваться; распространяться",permeate,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
допустимый,permissible,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
разрешение,permit,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
злокачественный,pernicious,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
малоберцовая кость,perone,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
пероральный,peroral,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
пероксидаза,peroxidase,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"пероксидное окисление, пероксидация",peroxidation,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"перекись, пероксид",peroxide,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
стойкость; устойчивость,persistence,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"постоянный, стойкий",persistent,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
стойкая боль,persistent ache,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
сохранившийся после лечения опухолевый очаг,cancer,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
упорный понос,diarrhea,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
приапизм (длительная болезненная эрекция полового члена),erection,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
упорное кровотечение,persistent hemorrhage,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
хронический персистирующий гепатит,hepatitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
стабильная артериальная гипертензия,hypertension,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
стабильная артериальная гипотензия,hypotension,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
хроническая инфекция,infection,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
упорная рвота,nausea,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
стойкие органические загрязнители (СОЗ),(POPs),strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"пустулёзный псориаз конечностей, пальмоплантарный псориаз, хронический персистирующий пальмоплантарный пустулёз",psoriasis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
стойкий тремор,tremor,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"человек, субъект, лицо",person,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
человек со СПИДом,(PWA),strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
человек с ВИЧ,(PWHIV),strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"личный, персональный; индивидуальный",personal,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
ассистент по персональному [личному] уходу,(PCA),strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
наличие привычек,habits,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
анамнез жизни,personal history,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
личная гигиена,personal hygiene,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
средства индивидуальной защиты (СИЗ),(PPE),strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
личные отношения,personal relationships,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
индивидуальный порог,threshold,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
личность,personality,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"расстройство личности, изменение личности",disorder,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
показатель личностных особенностей,measure,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"множественная личность, расщепление личности",split,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
раздвоение личности,double,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"персонал, штат, личный состав",personnel,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
потение; потоотделение,perspiration,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
потеть,perspire,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
коклюш,[whooping cough],strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
коклюшная вакцина,vaccine,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"извращение; половое извращение, перверсия",perversion,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
извращенец; половой извращенец,pervert,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
половой извращенец,sexual,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
извращённый; аномальный,perverted,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
извращённый аппетит,appetite,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"маточное кольцо, пессарий",pessary,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
стопа,pes,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
вальгусная стопа,valgus,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
варусная стопа,varus,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
пестицид,pesticide,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
эпидемия; чума,pestilence,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
чума,pestis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"малая чума, туляремия",minor,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
петехия (точечное кровоизлияние),petechia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
малый эпилептический припадок,seizure,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
чашка Петри,Petri dish,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
петрификация,petrifaction,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
петрифицировать(ся),petrify,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
вазелин,petroleum jelly,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
грыжа хрусталика,phacocele,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
капсула хрусталика,phacocyst,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
факоэмульсификация,phacoemulsification,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
факолиз,phacolysis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
факомаляция,phacomalacia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
факоматоз,phacomatosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
факосклероз,phacosclerosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаг; бактериофаг,phage,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фагорезистентность,resistance,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаготипирование,typing,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
зрелый фаг,mature,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
слабый фаг,weak,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
разъедающий,phagedenic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фагоцит,phagocyte,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фагоцитарный,phagocytic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаголизома,vacuole,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фагоцитоз,phagocytosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
неполный фагоцитоз,defective,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фагофрагментация,phagofragmentation,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаголизосома,phagolysosome,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фагофобия,phagophobia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фагосома,phagosome,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаготерапия,phagotherapy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
имплантация факичной линзы,implant,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фалангэктомия,phalangectomy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
) фаланга,phalanges,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаллический; относящийся к половому члену,phallic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаллическая любовь,phallic love,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаллическая мать,phallic mother,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаллическая фаза,phallic phase,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаллическая стадия,phallic stage,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаллический символ,phallic symbol,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаллическая женщина,woman,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаллопластика (воссоздание полового члена),phalloplasty,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаллотомия,phallotomy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"половой член, пенис",phallus,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"фантагевзия (расстройство вкуса, когда ощущение того или иного вкуса наблюдается без явных физических причин)",phantogeusia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
плод воображения; фантом,phantom,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
ложное ощущение ампутированной конечности,limb,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мнимая беременность,pregnancy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармацевтический; фармацевтический препарат,pharmaceutic(al),strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
аптекарские весы,scales,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
технология лекарственных форм; раздел технологии лекарственных форм,pharmaceutics,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
аптекарь; фармацевт; провизор,pharmacist,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакохимия,pharmacochemistry,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакодиагностика,pharmacodiagnosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакодинамика,pharmacodynamics,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакогенетика,pharmacogenetics,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакогнозия,pharmacognosy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакокинетический,pharmacokinetic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакокинетическое,study,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакокинетика,pharmacokinetics,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармаколог,pharmacologist,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакология,pharmacology,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакомания,pharmacomania,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакопея,pharmacopeia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакофор,pharmacophore,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакофобия,pharmacopobia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакопсихиатрия,pharmacopsychiatry,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фармакотерапия,pharmacotherapy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
аптека; фармация,pharmacy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"провизор-стажёр, фармацевт- стажёр",resident,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
высшее фармацевтическое учебное заведение,school,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
клиническая аптека,clinical,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
семейная аптека,family,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
зелёная аптека,green,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
интернет-аптека,internet,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
военная аптека,military,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
интернет-аптека,online,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
розничная аптека,retail,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
ветеринарная аптека,veterinary,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"фарингeальный, глоточный",pharyngeal,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
глоточная артерия,pharyngeal artery,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
катаральный фарингит,catarrh,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
отёк гортани,pharyngeal edema,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
глоточный свищ,pharyngeal fistula,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
глоточный гипофиз,pharyngeal pituitary,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
глоточный рефлекс,pharyngeal reflex,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мазок из зева,pharyngeal swab,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
глоточный бугорок,tubercle,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингоспазм,pharyngismus,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингит (воспаление задней стенки зева),pharyngitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаринголит,pharyngolith,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингология,pharyngology,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингомикоз,pharyngomycosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингопластика,pharyngoplasty,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингоплегия,pharyngoplegia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингоринит,pharyngorhinitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингосклерома,pharyngoscleroma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингоскоп,pharyngoscope,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингоскопия,pharyngoscopy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингоспазм (спазм мышц глотки),pharyngospasm,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингостеноз,pharyngostenosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фарингостомия,pharyngostomy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаринготомия,pharyngotomy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
глотка,pharynx,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаза; стадия; период,phase,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаза наполнения,filling,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаза роста,growth,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаза торможения,inhibitory,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаллическая фаза,phallic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фаза отторжения,rejection,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"фенобарбитал, люминал",phenobarbital,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"фенол, карболовая кислота",phenol,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"феномен, явление",phenomenon,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фенотип,phenotype,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фенотипический,phenotypic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фенилкетонурия,phenylketonuria,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
феохромоцитома,pheochromocytoma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"пузырёк, флакон",phial,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
шейный жёсткий ортез (типа Филадельфия),collar,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фимоз (патологическое сужение отверстия крайней плоти),phimosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"флебэктомия, венэктомия",phlebectomy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
расширение вен и венозный застой,phlebeurysm,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флебит (воспаление вены),phlebitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"флебограмма, венограмма; рентгенограмма вен",phlebogram,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"флебография, венография, рентгенография вен",phlebography,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флеболит,phlebolith,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флеболог,phlebologist,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флебология (изучение вен),phlebology,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флеболиз,phlebolysis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флеботонометрия,phlebomanometry,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флебометрит (воспаление вен матки),phlebometritis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флебопластика,phleboplasty,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флебосклероз,phlebosclerosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флебостаз (венозный застой),phlebostasis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флебостеноз,phlebostenosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флеботромбоз,phlebothrombosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
специалист по забору крови,phlebotomist,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"флеботомия, венотомия",phlebotomy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мокрота; слизь,phlegm,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флегмона,phlegmon,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флегмонозный,phlegmonous,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флегмонозный аппендицит,appendicitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флегмонозный холецистит,cholecystitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флегмонозная рожа,erysipelas,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флегмонозный гастрит,phlegmonous gastritis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флегмонозный ларингит,laryngitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"фобия (необоснованный страх, беспокойство)",phobia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фобофобия,phobophobia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фокомелия,phocomelia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
голосовой,phonal,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фонастения,phonasthenia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"фонация, голосообразование, звукообразование",phonation,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фононендоскоп,phonendoscope,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фониатрия,phoniatrics,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фониатрист,phoniatrist,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
голосовой,phonic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фонокардиограмма,phonocardiogram,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фонокардиограф,phonocardiograph,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фонокардиография,phonocardiography,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фонокатетер,phonocatheter,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"фонофобия, акустикофобия",phonophobia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фонофорез,phonophoresis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фонопсия,phonopsia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фонорецептор,phonoreceptor,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"фория, офтофория",phoria,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
форометр,phorometer,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фосфатаза,phosphatase,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фосфат; фосфатный,phosphate,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фосфатдиабет,diabetes,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фосфатный конкремент,stone,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фосфолипид,phospholipid,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фоторефракционная кератэктомия (ФРК),"Photo Refractive Keratectomy (PRK, LASEK)",strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотоаллергический,photoallergic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотоаллергическая реакция,reaction,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотоалергия,photoallergy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотоэлемент,photocell,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотохимиотерапия,photochemotherapy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотохромаген,photochromogen,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотокоагуляция,photocoagulation,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотокоагулятор,photocoagulator,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотокольскопия,photocolscopy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотодерматоз,photodermatosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотодозиметр,photodosimeter,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флюорограмма,photofluorogram,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флюорограф,photofluorograph,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флюорография,photofluorography,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотогастроскоп,photogastroscope,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотометр,photometer,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотометрический,photometric,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотометрический показатель,measure,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотометрический датчик,photometric sensor,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотометрия,photometry,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотопатия,photopathy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотопериодизм,photoperiodism,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"фотофобия, светобоязнь",photophobia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотофорез,photophoresis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"дневной, фотопический",photopic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
