Russian	English	Category	Confidence	Sources
проблемы с мочеиспусканием	urinating problems	symptom	reference_only	my_glossary
проблемы с носовыми пазухами	sinus problems	diagnosis	reference_only	my_glossary
проблемы с обучением	learning problems	symptom	reference_only	my_glossary
проблемы с памятью	memory loss	symptom	reference_only	my_glossary
проблемы с пищеварением	indigestion	symptom	reference_only	my_glossary
проблемы с поведением	behavior problems	symptom	reference_only	my_glossary
проблемы с приемом пищи	eating problems	symptom	reference_only	my_glossary
проблемы с равновесием	balance problems	symptom	reference_only	my_glossary
проблемы с речью	speech problems	symptom	reference_only	my_glossary
проблемы с сердцем	heart problem	symptom	reference_only	my_glossary
проблемы со зрением	trouble seeing	symptom	reference_only	my_glossary
проблемы со слухом	hearing problems	symptom	reference_only	my_glossary
проблемы со сном	sleep problems	symptom	reference_only	my_glossary
проблемы со спиной	back problems	diagnosis	reference_only	my_glossary
проверка артериального давления	blood pressure check	test	reference_only	my_glossary
проверка глотания	swallowing check	procedure	reference_only	my_glossary
проверка зрения	eye exam	procedure	reference_only	my_glossary
проверка слуха	hearing test	test	reference_only	my_glossary
прогестин	progestin	medication	reference_only	my_glossary
программа реабилитации сердца	cardiac rehab program	procedure	reference_only	my_glossary
программа тренировки мочевого пузыря	bladder retraining program	procedure	reference_only	my_glossary
продукты с высоким содержанием клетчатки	high fiber food	other_medical	reference_only	my_glossary
прозрачные жидкости	clear liquids	other_medical	reference_only	my_glossary
прокашливание	coughing	procedure	reference_only	my_glossary
промежность	perineal area	anatomy	reference_only	my_glossary
пронация и супинация предплечья	forearm pronation and supination	procedure	reference_only	my_glossary
пропуск сердечного удара	skipped heart beats	symptom	reference_only	my_glossary
пропуск сердцебиения	skipped heartbeats	symptom	reference_only	my_glossary
пропущенные удары сердца	skipped heart beats	symptom	reference_only	my_glossary
прорезывание зубов	teething	symptom	reference_only	my_glossary
простуда	cold	diagnosis	reference_only	my_glossary
простудное заболевание	chest cold	diagnosis	reference_only	my_glossary
противовирусные препараты	antiviral medicines	medication	reference_only	my_glossary
противозачаточные средства	birth control	medication	reference_only	my_glossary
противозачаточные таблетки	birth control pills	medication	reference_only	my_glossary
противосудорожные препараты	anti-seizure medicine	medication	reference_only	my_glossary
протирание влажной губкой	sponge bath	procedure	reference_only	my_glossary
прямая кишка	rectum	anatomy	reference_only	my_glossary
психологическая помощь	counseling	procedure	reference_only	my_glossary
психологическое лечение	therapy	procedure	reference_only	my_glossary
пузырьки воздуха	air bubbles	other_medical	reference_only	my_glossary
пузырьки на коже	skin blisters	symptom	reference_only	my_glossary
пульс	heart rate	test	reference_only	my_glossary
пульсирующая боль	throbbing pain	symptom	reference_only	my_glossary
пульсирующая головная боль	throbbing headache	symptom	reference_only	my_glossary
пуповина	umbilical cord	anatomy	reference_only	my_glossary
пупок	navel	anatomy	reference_only	my_glossary
пупочный остаток	umbilical cord	anatomy	reference_only	my_glossary
пустышка	pacifier	other_medical	reference_only	my_glossary
пшеничные отруби	wheat bran	other_medical	reference_only	my_glossary
пыльца	pollen	other_medical	reference_only	my_glossary
пэт	pet scan	test	reference_only	my_glossary
пэт-сканирование	positron emission tomography scan	test	reference_only	my_glossary
пятка	heel	anatomy	reference_only	my_glossary
работа кишечника	bowel habits	symptom	reference_only	my_glossary
работа сердца	heart's activity	anatomy	reference_only	my_glossary
радиоактивное вещество	radioactive medicine	medication	reference_only	my_glossary
радиоактивный йод	radioactive iodine	medication	reference_only	my_glossary
радионуклидная ангиография с нагрузкой	stress muga	test	reference_only	my_glossary
радиотерапия	radiation therapy	procedure	reference_only	my_glossary
радон	radon gas	other_medical	reference_only	my_glossary
разведение коленей лежа на боку	side clam	procedure	reference_only	my_glossary
раздражение горла	irritated throat	symptom	reference_only	my_glossary
раздражение кожи	skin irritation	symptom	reference_only	my_glossary
раздражительность	irritability	symptom	reference_only	my_glossary
размер порции	portion size	other_medical	reference_only	my_glossary
разминка	warm up	procedure	reference_only	my_glossary
размытое зрение	blurred vision	symptom	reference_only	my_glossary
размягчитель стула	stool softener	medication	reference_only	my_glossary
разрез	incision	procedure	reference_only	my_glossary
разрушение хряща	cartilage breakdown	symptom	reference_only	my_glossary
разрыв околоплодных оболочек	rupture of membranes	symptom	reference_only	my_glossary
рак	cancer	diagnosis	reference_only	my_glossary
рак груди	breast cancer	diagnosis	reference_only	my_glossary
рак кожи	skin cancer	diagnosis	reference_only	my_glossary
рак костей	bone cancer	diagnosis	reference_only	my_glossary
рак крови	blood cancer	diagnosis	reference_only	my_glossary
рак легких	lung cancer	diagnosis	reference_only	my_glossary
рак ободочной кишки	colon cancer	diagnosis	reference_only	my_glossary
рак толстой кишки	colon cancer	diagnosis	reference_only	my_glossary
рак шейки матки	cervical cancer	diagnosis	reference_only	my_glossary
рак яичников	ovarian cancer	diagnosis	reference_only	my_glossary
раковые клетки	cancer cells	anatomy	reference_only	my_glossary
рана	wound	symptom	reference_only	my_glossary
ранняя фаза родов	early labor	procedure	reference_only	my_glossary
раскрытие шейки матки	cervix dilation	symptom	reference_only	my_glossary
расплывчатое зрение	blurred vision	symptom	reference_only	my_glossary
распоряжение об отказе от реанимации	do not resuscitate order	other_medical	reference_only	my_glossary
рассеивающий увлажнитель воздуха	cool-mist humidifier	other_medical	reference_only	my_glossary
расстройства координации	poor coordination	symptom	reference_only	my_glossary
расстройства сна	sleep disorders	diagnosis	reference_only	my_glossary
раствор йода	iodine solution	medication	reference_only	my_glossary
растерянность	confusion	symptom	reference_only	my_glossary
растягивание задней поверхности бедра	hamstring stretch	procedure	reference_only	my_glossary
растягивание мышц поясницы	lumbar extension	procedure	reference_only	my_glossary
растягивание нижнего отдела спины	low back stretch	procedure	reference_only	my_glossary
растягивание поясничного отдела позвоночника	lumbar spine stretches	procedure	reference_only	my_glossary
растяжение	sprain	diagnosis	reference_only	my_glossary
растяжение мышц бедра	hip extension	procedure	reference_only	my_glossary
расширение кровеносных сосудов	blood vessel swelling	symptom	reference_only	my_glossary
рвота	throwing up	symptom	reference_only	my_glossary
рвота с кровью	vomiting blood	symptom	reference_only	my_glossary
реабилитационная терапия	rehabilitation therapy	procedure	reference_only	my_glossary
реанимация	cardiopulmonary resuscitation	procedure	reference_only	my_glossary
ребра	ribs	anatomy	reference_only	my_glossary
ревматоидный артрит	rheumatoid arthritis	diagnosis	reference_only	my_glossary
режим сна	sleep patterns	other_medical	reference_only	my_glossary
резиновая пробка	rubber stopper	other_medical	reference_only	my_glossary
резкая смена эмоционального состояния	outbursts of emotion	symptom	reference_only	my_glossary
результаты исследования	test results	test	reference_only	my_glossary
резус-фактор	rh factor	test	reference_only	my_glossary
реконструктивная хирургия груди	breast reconstruction	procedure	reference_only	my_glossary
ректальная температура	rectal temperature	test	reference_only	my_glossary
ректороманоскопия	sigmoidoscopy	procedure	reference_only	my_glossary
рентген	x-ray	test	reference_only	my_glossary
рентген грудной клетки	chest x-ray	test	reference_only	my_glossary
рентген зубов	dental x-rays	test	reference_only	my_glossary
рентген с барием	barium x-ray	test	reference_only	my_glossary
рентгеновские снимки	x-ray pictures	test	reference_only	my_glossary
рентгеновский снимок	x-ray	test	reference_only	my_glossary
рентгеновский снимок грудной клетки	chest x-ray	test	reference_only	my_glossary
рентгеновский стол	x-ray table	other_medical	reference_only	my_glossary
рентгеновское исследование	x-ray test	test	reference_only	my_glossary
рентгенография легких	chest x-ray	test	reference_only	my_glossary
рентгенография органов грудной клетки	chest x-ray	test	reference_only	my_glossary
рентгенологическое исследование пищевода с барием	modified barium swallow	test	reference_only	my_glossary
респираторная инфекция	respiratory infection	diagnosis	reference_only	my_glossary
ретинопатия	retinopathy	diagnosis	reference_only	my_glossary
рефлекс испуга	startle reflex	other_medical	reference_only	my_glossary
родинка	mole	anatomy	reference_only	my_glossary
родничок	fontanelle	anatomy	reference_only	my_glossary
роды	labor and delivery	procedure	reference_only	my_glossary
рождение ребенка	delivery	procedure	reference_only	my_glossary
ротавирус	rotavirus	diagnosis	reference_only	my_glossary
ручной молокоотсос	manual breast pump	other_medical	reference_only	my_glossary
с кровоподтеками	bruised	symptom	reference_only	my_glossary
салфетка	gauze	other_medical	reference_only	my_glossary
самостоятельная проверка груди	self breast exam	procedure	reference_only	my_glossary
санитарная обработка	decontamination	procedure	reference_only	my_glossary
саркома	sarcoma	diagnosis	reference_only	my_glossary
сахар в крови	blood sugar	test	reference_only	my_glossary
сахарин	saccharin	medication	reference_only	my_glossary
сбор мочи методом clean catch	clean catch urine sample	test	reference_only	my_glossary
свист	whistling	symptom	reference_only	my_glossary
свистящее дыхание	wheezing	symptom	reference_only	my_glossary
связка	ligament	anatomy	reference_only	my_glossary
связки	ligaments	anatomy	reference_only	my_glossary
сгибание бедер	hip flexion	procedure	reference_only	my_glossary
сгибание и разгибание запястья	wrist flexion and extension	procedure	reference_only	my_glossary
сгибание и разгибание локтя	elbow flexion and extension	procedure	reference_only	my_glossary
сгибание коленей	knee flexion	procedure	reference_only	my_glossary
сгибание ноги в бедре и колене	hip and knee bending	procedure	reference_only	my_glossary
сгибание плеча	shoulder flexion	procedure	reference_only	my_glossary
сгустки крови	blood clots	symptom	reference_only	my_glossary
сдавленность в грудной клетке	chest tightness	symptom	reference_only	my_glossary
сдавливание груди	chest pressure	symptom	reference_only	my_glossary
сдсм	sids	diagnosis	reference_only	my_glossary
сезонный грипп	seasonal flu	diagnosis	reference_only	my_glossary
семейный врач	family medicine doctor	other_medical	reference_only	my_glossary
сердечная мышца	heart muscle	anatomy	reference_only	my_glossary
сердечная недостаточность	heart failure	diagnosis	reference_only	my_glossary
сердечно-сосудистое заболевание	heart disease	diagnosis	reference_only	my_glossary
сердечно-сосудистые болезни	heart disease	diagnosis	reference_only	my_glossary
сердечно-сосудистые заболевания	heart disease	diagnosis	reference_only	my_glossary
сердечное заболевание	heart disease	diagnosis	reference_only	my_glossary
сердечные заболевания	heart disease	diagnosis	reference_only	my_glossary
сердечные лекарства	heart medicines	medication	reference_only	my_glossary
сердечный клапан	heart valve	anatomy	reference_only	my_glossary
сердечный монитор	heart monitor	test	reference_only	my_glossary
сердечный приступ	heart attack	diagnosis	reference_only	my_glossary
сердечный ритм	heart rate	test	reference_only	my_glossary
сердечный ритм плода	baby's heart rate	test	reference_only	my_glossary
сердце	heart	anatomy	reference_only	my_glossary
сердце прокачивает кровь	heart pumps	other_medical	reference_only	my_glossary
сердцебиение	heart rate	other_medical	reference_only	my_glossary
сердцебиение плода	baby's heartbeat	test	reference_only	my_glossary
сердцебиение ребенка	heart rate	test	reference_only	my_glossary
серповидно-клеточная анемия	sickle cell anemia	diagnosis	reference_only	my_glossary
серповидноклеточная анемия	sickle-cell disease	diagnosis	reference_only	my_glossary
сертралин	sertraline	medication	reference_only	my_glossary
серьезные проблемы при глотании	severe problems swallowing	symptom	reference_only	my_glossary
сетчатка	retina	anatomy	reference_only	my_glossary
сибирская язва	anthrax	diagnosis	reference_only	my_glossary
сидячая ванна	sitz bath	procedure	reference_only	my_glossary
сильная головная боль	severe headache	symptom	reference_only	my_glossary
сильная жажда	extreme thirst	symptom	reference_only	my_glossary
сильная слабость	severe weakness	symptom	reference_only	my_glossary
сильная усталость	fatigue	symptom	reference_only	my_glossary
сильная усталость или слабость	feeling very tired or weak	symptom	reference_only	my_glossary
сильное кровотечение	excessive bleeding	symptom	reference_only	my_glossary
симптомы абстиненции	withdrawal symptoms	symptom	reference_only	my_glossary
симптомы гриппа	flu signs	symptom	reference_only	my_glossary
синдром апноэ	sleep apnea	diagnosis	reference_only	my_glossary
синдром беспокойных ног	restless leg syndrome	diagnosis	reference_only	my_glossary
синдром встряхивания младенца	shaken baby syndrome	diagnosis	reference_only	my_glossary
синдром детского сотрясения	shaken baby syndrome	diagnosis	reference_only	my_glossary
синдром обструктивного апноэ	obstructive sleep apnea	diagnosis	reference_only	my_glossary
синдром плоской головы	flat head syndrome	diagnosis	reference_only	my_glossary
синдром приобретенного иммунодефицита	acquired immune deficiency syndrome	diagnosis	reference_only	my_glossary
синдром раздраженного кишечника	irritable bowel syndrome	diagnosis	reference_only	my_glossary
синдром рея	reye's syndrome	diagnosis	reference_only	my_glossary
синевато-серые пятна	bluish-gray spots	symptom	reference_only	my_glossary
синеть	bruised	symptom	reference_only	my_glossary
синий или серый оттенок	cyanosis	symptom	reference_only	my_glossary
синусный узел	sinus node	anatomy	reference_only	my_glossary
синусовая головная боль	sinus headache	symptom	reference_only	my_glossary
синусовые пазухи	sinus passages	anatomy	reference_only	my_glossary
синяк	bruising	symptom	reference_only	my_glossary
синяки	bruised spots	symptom	reference_only	my_glossary
сипап	cpap	procedure	reference_only	my_glossary
систолическое давление	systolic reading	test	reference_only	my_glossary
сифилис	syphilis	diagnosis	reference_only	my_glossary
сканирование	scans	test	reference_only	my_glossary
сканирование опорожнения желудка	gastric emptying scan	test	reference_only	my_glossary
склеродермия	scleroderma	diagnosis	reference_only	my_glossary
скобы	staples	procedure	reference_only	my_glossary
скованность	stiffness	symptom	reference_only	my_glossary
скованность в шее	neck stiffness	symptom	reference_only	my_glossary
скованность сустава	joint stiffness	symptom	reference_only	my_glossary
скольжение по стене	wall slide	procedure	reference_only	my_glossary
скопление жидкости	fluid buildup	symptom	reference_only	my_glossary
скорая помощь	emergency care	procedure	reference_only	my_glossary
скрининг на рак шейки матки	cervical cancer screening	test	reference_only	my_glossary
скручивания	curl up	procedure	reference_only	my_glossary
слабительное	laxative	medication	reference_only	my_glossary
слабительное, увеличивающее объем	bulk laxative	medication	reference_only	my_glossary
слабительные	laxatives	medication	reference_only	my_glossary
слабость	faint	symptom	reference_only	my_glossary
слабость в ногах	weakness in leg	symptom	reference_only	my_glossary
слабость мышц	muscle weakness	symptom	reference_only	my_glossary
слабоумие	dementia	diagnosis	reference_only	my_glossary
слабый иммунитет	weak immune system	symptom	reference_only	my_glossary
слабый кашель	weak cough	symptom	reference_only	my_glossary
слабый контроль над мышцами	poor muscle control	symptom	reference_only	my_glossary
слабый пульс	weak pulse	symptom	reference_only	my_glossary
следы крови в стуле	blood in stool	symptom	reference_only	my_glossary
слезотечение	watery eyes	symptom	reference_only	my_glossary
слезящиеся глаза	watery eyes	symptom	reference_only	my_glossary
слепота	blindness	symptom	reference_only	my_glossary
слизистая оболочка рта	oral mucosa	anatomy	reference_only	my_glossary
слизистая пробка	mucus plug	symptom	reference_only	my_glossary
слизь	mucus	symptom	reference_only	my_glossary
слизь в каловых массах	mucus with bowel movements	symptom	reference_only	my_glossary
слишком много плачет	excessive crying	symptom	reference_only	my_glossary
сломанная кость	broken bone	diagnosis	reference_only	my_glossary
слуховой проход	ear canal	anatomy	reference_only	my_glossary
слюнные железы	salivary glands	anatomy	reference_only	my_glossary
слюнотечение	drooling	symptom	reference_only	my_glossary
смена настроения	mood swings	symptom	reference_only	my_glossary
смерть мозга	brain death	diagnosis	reference_only	my_glossary
смешанное недержание	mixed incontinence	diagnosis	reference_only	my_glossary
смотровое кресло	exam table	other_medical	reference_only	my_glossary
смыкание губ	lip closure	procedure	reference_only	my_glossary
смыкание дыхательных путей	airway collapse	symptom	reference_only	my_glossary
смягчитель стула	stool softener	medication	reference_only	my_glossary
снижение веса	weight loss	other_medical	reference_only	my_glossary
снижение двигательной активности плода	decreased fetal movement	symptom	reference_only	my_glossary
сокращения матки	uterine contractions	symptom	reference_only	my_glossary
солнцезащитный крем	sunscreen	medication	reference_only	my_glossary
сонливость	sleepiness	symptom	reference_only	my_glossary
сосательный рефлекс	sucking reflex	other_medical	reference_only	my_glossary
сосать грудь для успокоения	comfort suck	procedure	reference_only	my_glossary
соски	nipples	anatomy	reference_only	my_glossary
сосок	nipple	anatomy	reference_only	my_glossary
сосудистые заболевания	blood vessel disease	diagnosis	reference_only	my_glossary
сосуды	blood vessels	anatomy	reference_only	my_glossary
сосуды сетчатки	retinal blood vessels	anatomy	reference_only	my_glossary
сотрясение	concussion	diagnosis	reference_only	my_glossary
спазм	cramping	symptom	reference_only	my_glossary
спазм мышц	muscle cramps	symptom	reference_only	my_glossary
спазмы	cramping	symptom	reference_only	my_glossary
спазмы в животе	abdominal cramping	symptom	reference_only	my_glossary
спазмы в ногах	leg cramps	symptom	reference_only	my_glossary
спазмы и боль	cramping pain	symptom	reference_only	my_glossary
спазмы мускулов	twitching movements	symptom	reference_only	my_glossary
спазмы мышц	muscle spasms	symptom	reference_only	my_glossary
специалист по вопросам кормления грудью	lactation specialist	other_medical	reference_only	my_glossary
специалист по грудному вскармливанию	lactation specialist	other_medical	reference_only	my_glossary
специалист по психическому здоровью	mental health professional	other_medical	reference_only	my_glossary
спид	aids	diagnosis	reference_only	my_glossary
спина	back	anatomy	reference_only	my_glossary
спинной мозг	spinal cord	anatomy	reference_only	my_glossary
спинномозговая жидкость	cerebrospinal fluid	anatomy	reference_only	my_glossary
спинные изгибы	spinal curves	anatomy	reference_only	my_glossary
спиномозговая пункция	spinal puncture	procedure	reference_only	my_glossary
спиртовая салфетка	alcohol pad	other_medical	reference_only	my_glossary
спиртовое дезинфицирующее средство	alcohol-based hand sanitizer	other_medical	reference_only	my_glossary
спокойный сон	restful sleep	symptom	reference_only	my_glossary
способностью принимать решения	poor decision making	symptom	reference_only	my_glossary
спрей нитроглицерина	nitroglycerin spray	medication	reference_only	my_glossary
спрей, вызывающий онемение	numbing medicine	medication	reference_only	my_glossary
спринцевание	douching	procedure	reference_only	my_glossary
спутанность сознания	confusion	symptom	reference_only	my_glossary
среднее ухо	middle ear	anatomy	reference_only	my_glossary
средний отит	otitis media	diagnosis	reference_only	my_glossary
срок годности	expiration date	other_medical	reference_only	my_glossary
срыгивание	burp	symptom	reference_only	my_glossary
стафилококк	staph germ	other_medical	reference_only	my_glossary
стекловолокно	fiberglass cast	procedure	reference_only	my_glossary
стенокардия	angina	diagnosis	reference_only	my_glossary
стент	stent	procedure	reference_only	my_glossary
степень тяжести астмы	asthma severity	diagnosis	reference_only	my_glossary
стереотактическая биопсия	stereotactic biopsy	procedure	reference_only	my_glossary
стерильная повязка	sterile bandage	other_medical	reference_only	my_glossary
стерильные полоски	steri-strips	procedure	reference_only	my_glossary
стероиды	steroids	medication	reference_only	my_glossary
стетоскоп	stethoscope	other_medical	reference_only	my_glossary
стимулирующий спирометр	incentive spirometer	procedure	reference_only	my_glossary
стимуляторы	stimulants	medication	reference_only	my_glossary
столбняк	tetanus	diagnosis	reference_only	my_glossary
стоматит	sore mouth	symptom	reference_only	my_glossary
стрептококк группы b	group b strep	diagnosis	reference_only	my_glossary
стрептококк группы в	group b streptococcus	diagnosis	reference_only	my_glossary
стрептококковая инфекция	strep throat	diagnosis	reference_only	my_glossary
стресс	stress	symptom	reference_only	my_glossary
стресс-эхокардиография	stress echo	test	reference_only	my_glossary
стрессовое недержание	stress incontinence	diagnosis	reference_only	my_glossary
стул	bowel movement	symptom	reference_only	my_glossary
стул серого цвета	gray stools	symptom	reference_only	my_glossary
субарахноидальное кровоизлияние	subarachnoid hemorrhage	diagnosis	reference_only	my_glossary
субдуральная гематома	subdural hematoma	diagnosis	reference_only	my_glossary
судороги	convulsions	symptom	reference_only	my_glossary
судороги в области живота	stomach spasms	symptom	reference_only	my_glossary
судороги матки	uterine cramping	symptom	reference_only	my_glossary
суженные кровеносные сосуды	narrowed blood vessels	diagnosis	reference_only	my_glossary
сузившиеся кровеносные сосуды	narrowed blood vessels	symptom	reference_only	my_glossary
сукралоза	sucralose	medication	reference_only	my_glossary
сульфамидные препараты	sulfa	medication	reference_only	my_glossary
сустав	joint	anatomy	reference_only	my_glossary
суставная щель	joint space	anatomy	reference_only	my_glossary
суставы	joints	anatomy	reference_only	my_glossary
суставы пальцев	knuckles	anatomy	reference_only	my_glossary
суточный анализ мочи	24-hour urine test	test	reference_only	my_glossary
сутулость	stooped posture	symptom	reference_only	my_glossary
сухая смесь	powdered formula	medication	reference_only	my_glossary
сухость влагалища	vaginal dryness	symptom	reference_only	my_glossary
сухость во рту	dry mouth	symptom	reference_only	my_glossary
сухость волос	hair dryness	symptom	reference_only	my_glossary
сухость глаз	dry eyes	symptom	reference_only	my_glossary
сухость кожи	skin dryness	symptom	reference_only	my_glossary
схватки	contractions	symptom	reference_only	my_glossary
схватки брэкстона-хикса	braxton-hicks	symptom	reference_only	my_glossary
схватки в животе	abdominal cramps	symptom	reference_only	my_glossary
схваткообразные боли в животе	afterbirth pains	symptom	reference_only	my_glossary
сцеживание грудного молока	breast milk expression	procedure	reference_only	my_glossary
сцеживание руками	hand expression	procedure	reference_only	my_glossary
сцинтиграфия	bone scan	test	reference_only	my_glossary
сыпь	rash	symptom	reference_only	my_glossary
сыпь на коже	skin rashes	symptom	reference_only	my_glossary
таблетка нитроглицерина	nitroglycerin tablet	medication	reference_only	my_glossary
таблетки глюкозы	glucose tablets	medication	reference_only	my_glossary
таблетки от диабета	diabetes pills	medication	reference_only	my_glossary
тазобедренный сустав	hip joint	anatomy	reference_only	my_glossary
тазовая кость	hipbone	anatomy	reference_only	my_glossary
таргетная терапия	targeted therapy	procedure	reference_only	my_glossary
тб	tb	diagnosis	reference_only	my_glossary
твердая шея	stiff neck	symptom	reference_only	my_glossary
твердый стул	hard stools	symptom	reference_only	my_glossary
теменная доля	parietal lobe	anatomy	reference_only	my_glossary
температура	fever	symptom	reference_only	my_glossary
температура в заднем проходе	rectal temperature	test	reference_only	my_glossary
температура под мышкой	axillary temperature	test	reference_only	my_glossary
температура при измерении во рту	oral temperature	test	reference_only	my_glossary
температура тела	body temperature	test	reference_only	my_glossary
тепловое истощение	heat exhaustion	diagnosis	reference_only	my_glossary
тепловое лечение	hot treatment	procedure	reference_only	my_glossary
тепловой удар	heat stroke	diagnosis	reference_only	my_glossary
тепловые судороги	heat cramps	symptom	reference_only	my_glossary
теплый компресс	warm compress	procedure	reference_only	my_glossary
терминальная стадия почечной недостаточности	end-stage renal failure	diagnosis	reference_only	my_glossary
тест на альфа-фетопротеин	alpha fetoprotein test	test	reference_only	my_glossary
тест на беременность	pregnancy test	test	reference_only	my_glossary
тест на вич	hiv testing	test	reference_only	my_glossary
тест на креатинин	creatinine test	test	reference_only	my_glossary
тест на толерантность к глюкозе	glucose tolerance test	test	reference_only	my_glossary
тест нервной проводимости	nerve conduction test	test	reference_only	my_glossary
тест-полоски	test strips	test	reference_only	my_glossary
тестирование на рак	cancer screening	test	reference_only	my_glossary
тесты функции легких	lung function tests	test	reference_only	my_glossary
тиа	tia	diagnosis	reference_only	my_glossary
тиреосцинтиграфия	thyroid scan	test	reference_only	my_glossary
тихие инсульты	silent strokes	diagnosis	reference_only	my_glossary
тканевые расширители груди	breast tissue expander	other_medical	reference_only	my_glossary
ткань	tissue	anatomy	reference_only	my_glossary
ткань груди	breast tissue	anatomy	reference_only	my_glossary
ткань молочной железы	breast tissue	anatomy	reference_only	my_glossary
токсикоз	morning sickness	symptom	reference_only	my_glossary
токсикологическая служба	poison control	other_medical	reference_only	my_glossary
токсичные химические вещества	toxic chemicals	other_medical	reference_only	my_glossary
толстая кишка	colon	anatomy	reference_only	my_glossary
толстоигольная биопсия	core needle biopsy	procedure	reference_only	my_glossary
толстый кишечник	large intestine	anatomy	reference_only	my_glossary
тонкий кишечник	small bowel	anatomy	reference_only	my_glossary
тонкий стул	narrow stools	symptom	reference_only	my_glossary
тонкоигольная аспирационная биопсия	fine needle aspiration	procedure	reference_only	my_glossary
тошнота	nausea	symptom	reference_only	my_glossary
тошнота и рвота	nausea and vomiting	symptom	reference_only	my_glossary
тошнота или рвота	nausea or vomiting	symptom	reference_only	my_glossary
травма головного мозга	brain injury	diagnosis	reference_only	my_glossary
травма головы	head injury	symptom	reference_only	my_glossary
травма горла	throat injury	diagnosis	reference_only	my_glossary
травма живота	abdominal trauma	symptom	reference_only	my_glossary
травма мышц-вращателей плеча	rotator cuff injury	diagnosis	reference_only	my_glossary
травма руки	arm injury	diagnosis	reference_only	my_glossary
травма спины	back injury	diagnosis	reference_only	my_glossary
травмированная ног	injured leg	anatomy	reference_only	my_glossary
травмированная нога	injured foot	symptom	reference_only	my_glossary
травмированная рука	injured arm	anatomy	reference_only	my_glossary
травмы суставов	joint injury	symptom	reference_only	my_glossary
транзиторная ишемическая атака	transient ischemic attack	diagnosis	reference_only	my_glossary
трансплантация	transplantation	procedure	reference_only	my_glossary
трахеостомия	tracheostomy	procedure	reference_only	my_glossary
трахея	trachea	anatomy	reference_only	my_glossary
тревога	anxiety	diagnosis	reference_only	my_glossary
тревожность	anxiety	symptom	reference_only	my_glossary
тремор	tremor	symptom	reference_only	my_glossary
триглицериды	triglycerides	test	reference_only	my_glossary
трихомонадный вагинит	trichomoniasis	diagnosis	reference_only	my_glossary
тромб	blood clot	other_medical	reference_only	my_glossary
тромбоциты	platelets	anatomy	reference_only	my_glossary
тромбы	blood clots	diagnosis	reference_only	my_glossary
трубка	tube	other_medical	reference_only	my_glossary
трудно дышать	respiratory distress	symptom	reference_only	my_glossary
трудности с засыпанием	trouble falling asleep	symptom	reference_only	my_glossary
трудности с пребыванием в состоянии сна	trouble staying asleep	symptom	reference_only	my_glossary
трудность дыхания	breathing difficulty	symptom	reference_only	my_glossary
трудовая терапия	occupational therapy	procedure	reference_only	my_glossary
трясет	shaky	symptom	reference_only	my_glossary
туберкулез	tuberculosis	diagnosis	reference_only	my_glossary
туман	mist	other_medical	reference_only	my_glossary
туннельное зрение	tunnel vision	symptom	reference_only	my_glossary
тупая боль	dull pain	symptom	reference_only	my_glossary
тяжелое дыхание	gasping sounds	symptom	reference_only	my_glossary
увеличение веса	weight gain	symptom	reference_only	my_glossary
увеличение лимфоузлов	swollen lymph glands	symptom	reference_only	my_glossary
увеличение плода	large baby	symptom	reference_only	my_glossary
увеличение сустава	joint enlargement	symptom	reference_only	my_glossary
увеличенное сердце	enlarged heart	diagnosis	reference_only	my_glossary
увлажнитель	humidifier	other_medical	reference_only	my_glossary
увлажняющий бальзам для губ	lip balm	medication	reference_only	my_glossary
угарный газ	carbon monoxide	other_medical	reference_only	my_glossary
удар сердца	heart beat	other_medical	reference_only	my_glossary
удержание предмета губами	lip hold exercise	procedure	reference_only	my_glossary
удушье	choking	symptom	reference_only	my_glossary
узи	ultrasound	test	reference_only	my_glossary
узи брюшной полости	abdominal ultrasound	test	reference_only	my_glossary
узи молочных желез	breast ultrasound	test	reference_only	my_glossary
узи органов малого таза	pelvic ultrasound	test	reference_only	my_glossary
узи сердца	cardiac ultrasound	test	reference_only	my_glossary
узи щитовидной железы	thyroid ultrasound	test	reference_only	my_glossary
указательный палец	index finger	anatomy	reference_only	my_glossary
укол инсулина	insulin injection	procedure	reference_only	my_glossary
укол прививки	vaccine injection	procedure	reference_only	my_glossary
уколы инсулина	insulin shots	medication	reference_only	my_glossary
укрепление плеча	shoulder strengthening	procedure	reference_only	my_glossary
укрепление челюстей	jaw strengthening	procedure	reference_only	my_glossary
укус животного	animal bite	diagnosis	reference_only	my_glossary
укус летучей мыши	bat bite	diagnosis	reference_only	my_glossary
ультразвук	ultrasound	test	reference_only	my_glossary
ультразвуковое доплеровское исследование	doppler ultrasound	procedure	reference_only	my_glossary
ультразвуковое исследование	ultrasound	test	reference_only	my_glossary
ультразвуковое обследование	ultrasound	test	reference_only	my_glossary
уменьшение мозговой ткани	brain tissue shrinkage	symptom	reference_only	my_glossary
уменьшение притока крови	decreased blood flow	symptom	reference_only	my_glossary
уменьшение слюноотделения	saliva reduction	symptom	reference_only	my_glossary
уменьшение эластичности кровеносных сосудов	hardening of blood vessels	diagnosis	reference_only	my_glossary
умственная отсталость	mental retardation	diagnosis	reference_only	my_glossary
унять боль	pain relief	procedure	reference_only	my_glossary
упадок сил	lack of energy	symptom	reference_only	my_glossary
упражнение «короткая дуга» на мышцы бедра	short arc quads	procedure	reference_only	my_glossary
