Russian	English	Category	Confidence	Sources	Issues	_reject_reason
цилиндроклсточно-плоский	columnar-lined		needs_human_review	akzhigitov_2_5		tilde_artifact: 'цилиндроклсточно-плоский' → 'columnar-lined'
цимбоцефалический	cymbocephalic, cymbocephalous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'цимбоцефалический' → 'cymbocephalic, cymbocephalous'
циркулярный	circn inferential		needs_human_review	akzhigitov_2_5		tilde_artifact: 'циркулярный' → 'circn inferential'
частотно-модулированный	frequency-modulated signal		needs_human_review	akzhigitov_2_5		tilde_artifact: 'частотно-модулированный' → 'frequency-modulated signal'
чашеобразный	scyphiform, scyphoid		needs_human_review	akzhigitov_2_5		tilde_artifact: 'чашеобразный' → 'scyphiform, scyphoid'
чрезвлагалищный	per vaginum		needs_human_review	akzhigitov_2_5		tilde_artifact: 'чрезвлагалищный' → 'per vaginum'
чрескостно-билокальный	bilocal-transosseous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'чрескостно-билокальный' → 'bilocal-transosseous'
шиловидный	styliform, styloid		needs_human_review	akzhigitov_2_5		tilde_artifact: 'шиловидный' → 'styliform, styloid'
широкомасштабный	wide-ranging		needs_human_review	akzhigitov_2_5		tilde_artifact: 'широкомасштабный' → 'wide-ranging'
широкопросветный	large-bore		needs_human_review	akzhigitov_2_5		tilde_artifact: 'широкопросветный' → 'large-bore'
эгоистичный	self-centered		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эгоистичный' → 'self-centered'
экзогенный	exogen(et)ic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'экзогенный' → 'exogen(et)ic'
экзокринный	exocrine, exocrinous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'экзокринный' → 'exocrine, exocrinous'
экскреторный	excretive, excretory		needs_human_review	akzhigitov_2_5		tilde_artifact: 'экскреторный' → 'excretive, excretory'
экстракардиальный	precordial honk		needs_human_review	akzhigitov_2_5		tilde_artifact: 'экстракардиальный' → 'precordial honk'
эктопия (смещение органа в соседние полости тела или наружу при врождённом дефекте или травматическом повреждении)			reference_only	baldwin_reference		empty_en_after_fix
электродисперсионный	energy dispersive X-ray		needs_human_review	akzhigitov_2_5		tilde_artifact: 'электродисперсионный' → 'energy dispersive X-ray'
электронно-парамагнитный	electron paramagnetic analyzer1		needs_human_review	akzhigitov_2_5		tilde_artifact: 'электронно-парамагнитный' → 'electron paramagnetic analyzer1'
эндогенный	endogenic, endogenous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эндогенный' → 'endogenic, endogenous'
Эндотелиальный	Endothelium-derived		reference_only	covid_dict		tilde_artifact: 'Эндотелиальный' → 'Endothelium-derived'
эндотермический	heat-absorbing		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эндотермический' → 'heat-absorbing'
энтеросолюбильный	enteric coated		needs_human_review	akzhigitov_2_5		tilde_artifact: 'энтеросолюбильный' → 'enteric coated'
энцефалогригеминальный	enccphalotrigeminal angioma		needs_human_review	akzhigitov_2_5		tilde_artifact: 'энцефалогригеминальный' → 'enccphalotrigeminal angioma'
эозинофильный	eosinophilic, eosinophilous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эозинофильный' → 'eosinophilic, eosinophilous'
эпидемический	louse-borne relapsing fever		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эпидемический' → 'louse-borne relapsing fever'
эпидермальный	epidermal, epidermatic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эпидермальный' → 'epidermal, epidermatic'
эпилептиформный	seizure-like		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эпилептиформный' → 'seizure-like'
эритематозный	erythematic, erythematous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эритематозный' → 'erythematic, erythematous'
эрогенный	erogenic, erogenous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эрогенный' → 'erogenic, erogenous'
эссенциальный	self-existing		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эссенциальный' → 'self-existing'
эталонный	reference hepatitis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эталонный' → 'reference hepatitis'
эталонный	reference strain21		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эталонный' → 'reference strain21'
эталонный	standard hepatitis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'эталонный' → 'standard hepatitis'
юношеский	teen-age		needs_human_review	akzhigitov_2_5		tilde_artifact: 'юношеский' → 'teen-age'
ядерно-цитоплазматический	nuclear-cytoplasmic asynchronia		needs_human_review	akzhigitov_2_5		tilde_artifact: 'ядерно-цитоплазматический' → 'nuclear-cytoplasmic asynchronia'
янтарный-жёлтый	amber-colored		needs_human_review	akzhigitov_2_5		tilde_artifact: 'янтарный-жёлтый' → 'amber-colored'
