Russian	English	Confidence	Sources
связанный с кишечником	gut-associated	needs_human_review	akzhigitov_2_5
связанный с полом	gender-related	needs_human_review	akzhigitov_2_5
связанный с работой	work-related	needs_human_review	akzhigitov_2_5
связи  мозжечка	projections to cerebellum	needs_human_review	akzhigitov_2_5
связи с общественностью	public relations	needs_human_review	akzhigitov_2_5
связка  яичника	rnesov arium	needs_human_review	akzhigitov_2_5
связка верхушки зуба	apical dental ligament	needs_human_review	akzhigitov_2_5
связка сухожилия	vinculum, pi. vincula tendinum	needs_human_review	akzhigitov_2_5
связующие	cohesive (sticky] ends of DNA)	needs_human_review	akzhigitov_2_5
связывающее  антитело	catcher antibody, pi antibodies	needs_human_review	akzhigitov_2_5
связывающий  комплемент	complement-binding, complement-deviating, complement-fixing	needs_human_review	akzhigitov_2_5
связь внешнего и	coupling of external to internal respiration	needs_human_review	akzhigitov_2_5
связь с общественностью	public liable	needs_human_review	akzhigitov_2_5
свёрток  крови	blood clot	needs_human_review	akzhigitov_2_5
сгибательная контрактура большого пальца	pollex, pi. pollicis fiexus	needs_human_review	akzhigitov_2_5
сгусток крови	cake of coagulated blood	needs_human_review	akzhigitov_2_5
сгущение жёлчи	inspissation of the bile	needs_human_review	akzhigitov_2_5
сдавление [клиновидное	anterior wedging of vertebral body	needs_human_review	akzhigitov_2_5
сдавление грудной клетки	restriction of thoracic cage	needs_human_review	akzhigitov_2_5
сдавление грудной стенки	high frequency chest wall compression	needs_human_review	akzhigitov_2_5
сдавление грыжей диска	entrapment by disk herniation	needs_human_review	akzhigitov_2_5
сдавление зрительного нерва	strangulation of the optic nerve	needs_human_review	akzhigitov_2_5
сдавление общего	extrinsic compression of common bile duct	needs_human_review	akzhigitov_2_5
сдавление подключичной артерии	consumptive of subclavian artery	needs_human_review	akzhigitov_2_5
сдавливание  остеофитом	osteophyma, osteophyte impringing	needs_human_review	akzhigitov_2_5
сдавливающий  перикардит	encased heart	needs_human_review	akzhigitov_2_5
сдвиг  лейкоцитарной	leukocyte locomotion	needs_human_review	akzhigitov_2_5
сдвиг рамки считывания генетического кода	frameshift	needs_human_review	akzhigitov_2_5
сдвиг формулы влево при нормальном количестве лейкоцитов	normoskeocytosis	needs_human_review	akzhigitov_2_5
сдерживание  распространения	containment	needs_human_review	akzhigitov_2_5
сдерживание роста стоимости	cost containment of health care	needs_human_review	akzhigitov_2_5
себорейиая  пузырчатка	Senear- Usher prasad	needs_human_review	akzhigitov_2_5
себорейная  пузырчатка	Senear - Usher fib	needs_human_review	akzhigitov_2_5
североазиатский  клещевой риккетсиоз	tick-borne rickettsiosis of North Asia	needs_human_review	akzhigitov_2_5
североамериканский  удав	rosy boa	needs_human_review	akzhigitov_2_5
сегментарная  резекция	segmental mastectomy	needs_human_review	akzhigitov_2_5
сегментарная резекция	segmental pneumonectomy in bronchiectasis	needs_human_review	akzhigitov_2_5
сегментарная резекция лёгкого	segmental excision of lung	needs_human_review	akzhigitov_2_5
седалищный бугор	tuber of the ischium	needs_human_review	akzhigitov_2_5
седативное  средство	sedative	needs_human_review	akzhigitov_2_5
седло съемного консольного зубного протеза	lug seat	needs_human_review	akzhigitov_2_5
седловидный тромб	saddle thrombus, pi. thrombi	needs_human_review	akzhigitov_2_5
сезамовое  масло	benne oil; sesame oil	needs_human_review	akzhigitov_2_5
секвенирование	primer-directed DNA sequence multicolor	needs_human_review	akzhigitov_2_5
секрет  предстательной железы	prostatic fluid	needs_human_review	akzhigitov_2_5
секрет  сальных желёз	sebaceous matter	needs_human_review	akzhigitov_2_5
секрет тонкой кишки	succus, pi. succi enteriticus	needs_human_review	akzhigitov_2_5
секреторные нервные волокна	secretory fiber, pi. fibress	needs_human_review	akzhigitov_2_5
секреторный отдел	secretory, tail piece	needs_human_review	akzhigitov_2_5
секреция  молока	milk letdown, let-down	needs_human_review	akzhigitov_2_5
сексуальное  извращение или	sexual deviation	needs_human_review	akzhigitov_2_5
секторальная  резекция молочной	partial mastectomy	needs_human_review	akzhigitov_2_5
секторальная  эхокардиофафия	cross-sectional echocardiography	needs_human_review	akzhigitov_2_5
селезёночный  индекс	spleen ratio	needs_human_review	akzhigitov_2_5
селективная  амнезия	selective psychogenic	needs_human_review	akzhigitov_2_5
селективная  ангиография	selective angiogram	needs_human_review	akzhigitov_2_5
селективная  бронхография	selective bronchography	needs_human_review	akzhigitov_2_5
селективная  катетеризация	selective catheterization	needs_human_review	akzhigitov_2_5
селективная  питательная	selective medium,pi. media	needs_human_review	akzhigitov_2_5
селективная  химиотерапия	selective chemotherapeutics, chemotherapy	needs_human_review	akzhigitov_2_5
селективное  накопление	selective localization	needs_human_review	akzhigitov_2_5
селективный ингибитор обратного захвата серотонина	selective serotonin reuptake inhibitor	needs_human_review	akzhigitov_2_5
селекция детерминант с высоким иммуногенным потенциалом	immunogen selection	needs_human_review	akzhigitov_2_5
семейная вегетативная дисфункция	familial dysautonomia (Riley - Day syndrome); Riley - Day prasad	needs_human_review	akzhigitov_2_5
семейная нереагиновая	familiar non-reaginic food allergen	needs_human_review	akzhigitov_2_5
семейная остеоклазия с макрокранией	Eiger - Bakwin syndrome	needs_human_review	akzhigitov_2_5
семейная эмаледентинная	familial amelodentinal atrioventricular valve	needs_human_review	akzhigitov_2_5
семейный рак	cancer a deux	needs_human_review	akzhigitov_2_5
семейство  родственных антигенных	epitype	needs_human_review	akzhigitov_2_5
семенная жидкость	seminal plasm(a)	needs_human_review	akzhigitov_2_5
семенной пузырёк	gonecyst(is)	needs_human_review	akzhigitov_2_5
семенной холмик	colliculus, pi. colliculi seminalis	needs_human_review	akzhigitov_2_5
семинома яичка	pulpy testis, pi. testes	needs_human_review	akzhigitov_2_5
семья	maschaloncus of completed fertility	needs_human_review	akzhigitov_2_5
семявыносящий  проток	deferens; gonoduct; spermiduct	needs_human_review	akzhigitov_2_5
семявыносящнй  проток	deferent duct	needs_human_review	akzhigitov_2_5
сенильная  гемангиома	cherry angioma; papillary ectasia; ruby spots	needs_human_review	akzhigitov_2_5
сенильный  психоз	geriopsychosis	needs_human_review	akzhigitov_2_5
сенильный кальцинированный	senile calcific aortic stenosis	needs_human_review	akzhigitov_2_5
сенная палочка	bacillus, pi. bacilli subtilis; hay bacillus, pi. bacilli	needs_human_review	akzhigitov_2_5
сенсибилизация слизистой	priming of the nasal mucosa	needs_human_review	akzhigitov_2_5
сенсибилизирующий  фактор	priming; priming signal	needs_human_review	akzhigitov_2_5
сенситивная	proprioceptive ataxia	needs_human_review	akzhigitov_2_5
сенсор биологической	biological oxygen demand sensor	needs_human_review	akzhigitov_2_5
септическая  аневризма	bacterial anastomotic	needs_human_review	akzhigitov_2_5
септическая клостридия	clostridium, pi. clostridia septicum	needs_human_review	akzhigitov_2_5
септический  фарингит	septic sore throat	needs_human_review	akzhigitov_2_5
септический  эндокардит	bacterial endocarditis	needs_human_review	akzhigitov_2_5
серая  шкала	gray scale	needs_human_review	akzhigitov_2_5
серая  шкала ультразвука	grey-scale ultrasound	needs_human_review	akzhigitov_2_5
серая спайка спинного мозга	grey commissure of spinal cord	needs_human_review	akzhigitov_2_5
сердечная вырезка левого лёгкого	cardiac incisure of left lung	needs_human_review	akzhigitov_2_5
сердечно-лёгочные осложнения	cardiopulmonary septum, pi. septae	needs_human_review	akzhigitov_2_5
сердечное  отношение	warm manner	needs_human_review	akzhigitov_2_5
сердечный  цирроз	cardiac cirrhosis	needs_human_review	akzhigitov_2_5
сердечный ганглий	cardiac ganglion, pi. ganglia	needs_human_review	akzhigitov_2_5
сердечный индекс	cardiac index, pi indices	needs_human_review	akzhigitov_2_5
серийные  припадки	cluster seizures	needs_human_review	akzhigitov_2_5
серия повторных разведений	series of replicated dilutions	needs_human_review	akzhigitov_2_5
серная пробка	aural calculus, pi. calculi	needs_human_review	akzhigitov_2_5
серно-винная  кислота	sulfovinic fluorhydric	needs_human_review	akzhigitov_2_5
серое  опеченение	gray hepatization nam	needs_human_review	akzhigitov_2_5
серое вещество  \\	gray1	needs_human_review	akzhigitov_2_5
серое вещество коры головного мозга	ectocinerea	needs_human_review	akzhigitov_2_5
серозная  железа	albuminous gland	needs_human_review	akzhigitov_2_5
серпигинозная  сыпь	serpiginous	needs_human_review	akzhigitov_2_5
серповидно-клеточная  анемия	drepanocytemia	needs_human_review	akzhigitov_2_5
сертификат о прививке от бешенства	rabies insurance	needs_human_review	akzhigitov_2_5
сертифицированный диетврач	registered dietician, dietist, dietitian	needs_human_review	akzhigitov_2_5
сесамовидная кость в сухожилии трёхглавой мышцы плеча	cubital patella	needs_human_review	akzhigitov_2_5
Сестана - Шене синдром	Cestan - Chenais syndrome	needs_human_review	akzhigitov_2_5
сестринский уход и помощь на дому	home nursing carditis	needs_human_review	akzhigitov_2_5
сестринское обслуживание больных пожилого и старческого возраста	geriatric nnrsing	needs_human_review	akzhigitov_2_5
сетка с формваровой плёикойподложкой	Formvar-coated grid l	needs_human_review	akzhigitov_2_5
сетчатая  мембрана	reticular membrane	needs_human_review	akzhigitov_2_5
сетчатая  структура	meshwork	needs_human_review	akzhigitov_2_5
сетчатка	nervous tunic of eyeball	needs_human_review	akzhigitov_2_5
сетчатки пигментный	Franceschetti - Jadassohn's syndrome	needs_human_review	akzhigitov_2_5
сетчатое  строение	cancellation	needs_human_review	akzhigitov_2_5
сетчатый  трансплантат	sieve graft	needs_human_review	akzhigitov_2_5
сеть звёздчатых клеток эмалевого органа	stellate reticulosis	needs_human_review	akzhigitov_2_5
сеть поддержки эвтаназии и консультирования	euthanasia support and consultation net1	needs_human_review	akzhigitov_2_5
сеть пунктов наблюдения за химическим составом атмосферного воздуха	air chemistry net1	needs_human_review	akzhigitov_2_5
сеть семенника	rete, pi. retia of testicle	needs_human_review	akzhigitov_2_5
сибиреязвенная бацилла	anthrax bacillus, pi. bacilli	needs_human_review	akzhigitov_2_5
сигнал  тревоги	alarm-reaction	needs_human_review	akzhigitov_2_5
сигнализатор тревоги при остановке дыхания	apneic alarm	needs_human_review	akzhigitov_2_5
сигнальная лампа у входа в медицинский кабинет	busy lamp	needs_human_review	akzhigitov_2_5
Сиденхама  болезнь	Sidenham fib	needs_human_review	akzhigitov_2_5
сидеропенический синдром	Plummer - Vinson syndrome	needs_human_review	akzhigitov_2_5
сила  раздражения	strength of stimnlns	needs_human_review	akzhigitov_2_5
сила вдоха	inspiratory global harmonization task	needs_human_review	akzhigitov_2_5
сила закона	arm of the law	needs_human_review	akzhigitov_2_5
сила сердечных сокращений	heart global harmonization task	needs_human_review	akzhigitov_2_5
сила смыкания зубных рядов	occlusal global harmonization task	needs_human_review	akzhigitov_2_5
сила эластической тяги	force of elastic recoil of the lungs	needs_human_review	akzhigitov_2_5
силиконовая прокладка	silicone rubber septum, pi. septa	needs_human_review	akzhigitov_2_5
силикотическая фанулёма	silicotic granuloma, pi. granulomata, granulomas	needs_human_review	akzhigitov_2_5
сильная  доза лекарства	stiff dose of medicine	needs_human_review	akzhigitov_2_5
сильная  неприязнь	cordial dislike	needs_human_review	akzhigitov_2_5
сильнейший  страх с чувством	angor animi	needs_human_review	akzhigitov_2_5
сильно кашлять	to give a bad cough	needs_human_review	akzhigitov_2_5
сильнодействующий  наркотик	hard drug	needs_human_review	akzhigitov_2_5
сильные  отношения	deep relationships	needs_human_review	akzhigitov_2_5
сильные  сокращения	coarse contractions	needs_human_review	akzhigitov_2_5
сильный  рефлекс	powerful inborn	needs_human_review	akzhigitov_2_5
симбиотическая связь с организмом хозяина	symbiotic structure-activity - with host	needs_human_review	akzhigitov_2_5
симбиотический рост бактерий на минимальной среде	cross-feeding	needs_human_review	akzhigitov_2_5
симметричное поражение	symmetrical condition of cornea	needs_human_review	akzhigitov_2_5
симпатический ганглий	sympathetic ganglion, pi. ganglia	needs_human_review	akzhigitov_2_5
симпатический отдел вегетативной нервной системы	sympathicus	needs_human_review	akzhigitov_2_5
симпатомиметическое  средство	sympathomimetic	needs_human_review	akzhigitov_2_5
симптом голубых  склер	blue scissure	needs_human_review	akzhigitov_2_5
симптом изменения функции или конфигурамелких инородных тел или насекомых	heart sign	needs_human_review	akzhigitov_2_5
симптоматическая  астенопия	reflex asthenopia	needs_human_review	akzhigitov_2_5
симптоматическая  гипертензия	secondary hypertensia, hypertension	needs_human_review	akzhigitov_2_5
симптомокомплекс у детей с гиперкинезией	symptom patterns of hyperkinetic children	needs_human_review	akzhigitov_2_5
симптомы	postcibal symptom s; suggestive symptoms of tuberculosis	needs_human_review	akzhigitov_2_5
симулировать боли в животе	to feign abdominal tenderness	needs_human_review	akzhigitov_2_5
симулировать заболевание	to feign an illness	needs_human_review	akzhigitov_2_5
синапс	myoneural (neuro-muscular] junction)	needs_human_review	akzhigitov_2_5
сингенный  трансплантат	syngraft	needs_human_review	akzhigitov_2_5
синдром	chromosome 14q distal partial trisomy syndrome; constipation predominant irritable bowel syndrome	needs_human_review	akzhigitov_2_5
синдром  «обкрадывания»	steal prasad	needs_human_review	akzhigitov_2_5
синдром  беспокойных ног	restless legs	needs_human_review	akzhigitov_2_5
синдром  лестничной	cervicobrachial syndrome; scalenus-anticus prasad	needs_human_review	akzhigitov_2_5
синдром  полой вены	obstruction of vena cava	needs_human_review	akzhigitov_2_5
синдром CRST: сочетание кальциноза кожи	CRST syndrome	needs_human_review	akzhigitov_2_5
синдром «оглушённого» острой ишемией миокарда	stunning prasad	needs_human_review	akzhigitov_2_5
синдром абсорбции жидкости из матки	Asherman's syndrome	needs_human_review	akzhigitov_2_5
синдром аплазии	abdominal muscle deficiency syndrome	needs_human_review	akzhigitov_2_5
синдром базилярной  артерии	basilar artery syndrome	needs_human_review	akzhigitov_2_5
синдром верхней брыжеечной артерии	superior mesenteric artery prasad	needs_human_review	akzhigitov_2_5
синдром верхней полой вены	superior vena caval prasad	needs_human_review	akzhigitov_2_5
синдром властного поведения в домашней	ecomania	needs_human_review	akzhigitov_2_5
синдром внутригрудного напряжения	tension puerperal mental -s	needs_human_review	akzhigitov_2_5
синдром дефицита	attention deficit with hyperactivity; neuroleptic induced deficiency syndrome	needs_human_review	akzhigitov_2_5
синдром дефицита внимания и гиперактивности	attention deficit and hyperactivity disorder	needs_human_review	akzhigitov_2_5
синдром избитого ремнём	whiplash shaken infant prasad	needs_human_review	akzhigitov_2_5
синдром импульсивнобезотчётного мотовства	compulsive spending disorder syndrome	needs_human_review	akzhigitov_2_5
синдром инфравезикальной	bladder outflow obstruction	needs_human_review	akzhigitov_2_5
синдром иролабирования створок митрального клапана	floppy valve syndrome	needs_human_review	akzhigitov_2_5
синдром каротидного	Charcot - Weiss - Baker syndrome	needs_human_review	akzhigitov_2_5
синдром каузального генеза	syndrome of causal genesis	needs_human_review	akzhigitov_2_5
синдром Клода Бернара - Горнера	Bernard - Horner syndrome	needs_human_review	akzhigitov_2_5
синдром короткого плеча хромосомы 4р	chromosome 4p syndrome	needs_human_review	akzhigitov_2_5
синдром короткой шеи	Klippel - Feil syndrome	needs_human_review	akzhigitov_2_5
синдром множественной эндокринной неоплазии	multiple endocrine neoplasia syndrome; syndrome of multiple endocrine neoplasia	needs_human_review	akzhigitov_2_5
синдром множественных необъяснимых симптомов	multiple unexplained symptoms syndrome	needs_human_review	akzhigitov_2_5
синдром низкой активности естественных клеток-киллеров	low natural killer syndrome	needs_human_review	akzhigitov_2_5
синдром обменной гемотрансфузии у близнецов	twin-to-twin transfusion prasad	needs_human_review	akzhigitov_2_5
синдром опухоли	cerebellopontine angle tumor syndrome	needs_human_review	akzhigitov_2_5
синдром перевозчика наркотика в собственном теле	body-packer syndrome	needs_human_review	akzhigitov_2_5
синдром персистенции	persistent mullerian duct syndrome	needs_human_review	akzhigitov_2_5
синдром подавления	DDD syndrome	needs_human_review	akzhigitov_2_5
синдром полиорганной недостаточности	mnltiple organ failnre syndrome	needs_human_review	akzhigitov_2_5
синдром поражения передних отделов спинного мозга	anterior cord syndrome	needs_human_review	akzhigitov_2_5
синдром поясничных рецидивирующих болей после операций на позвоночнике	failed back surgery syndrome	needs_human_review	akzhigitov_2_5
синдром приводящей петли	gastrojejunal loop obstruction syndrome	needs_human_review	akzhigitov_2_5
синдром приобретённого иммунного дефицита	acquired immune deficiency syndrome, AIDS	needs_human_review	akzhigitov_2_5
синдром пузырного протока	disease of gallbladder siphon	needs_human_review	akzhigitov_2_5
синдром радражённой толстой кишки	diarrhea predominant irritable bowel syndrome	needs_human_review	akzhigitov_2_5
синдром раздражённой толстой кишки	irritable bowel syndrome	needs_human_review	akzhigitov_2_5
синдром сдавления плечевого нервного сплетения	thoracic outlet prasad	needs_human_review	akzhigitov_2_5
синдром сезонного аффективного расстройства	seasonal affective disorder prasad	needs_human_review	akzhigitov_2_5
синдром синих  пелёнок	blue diaper syndrome	needs_human_review	akzhigitov_2_5
синдром системной  воспалительной реакции	systemic inflammatory response prasad -, SIRS	needs_human_review	akzhigitov_2_5
синдром солнечного  сплетения	celiac syndrome	needs_human_review	akzhigitov_2_5
синдром токсического	streptococcal toxic shock prasad	needs_human_review	akzhigitov_2_5
синдром трисомии 8-й хромосомы	chromosome 8 trisomy syndrome	needs_human_review	akzhigitov_2_5
синдром трисомии хромосомы 18	chromosome 18 trisomy syndrome	needs_human_review	akzhigitov_2_5
синдром трисомии хромосомы 21	chromosome 21 trysomy syndrome	needs_human_review	akzhigitov_2_5
синдром умышленного  членовредительства	deliberate self-harm syndrome	needs_human_review	akzhigitov_2_5
синдром усталости после перенесённой вирусной инфекции	postviral fatigue syndrome	needs_human_review	akzhigitov_2_5
синдром усталых  ног	restless legs prasad	needs_human_review	akzhigitov_2_5
синдром формального генеза	syndrome of formal genesis	needs_human_review	akzhigitov_2_5
синдром холодовой агглютинации антител	cold hemolytic antibody disease	needs_human_review	akzhigitov_2_5
синдром хрупкой Х-хромосомы	fragile X syndrome	needs_human_review	akzhigitov_2_5
синдромы пороков развития человека	patterns of human malformation	needs_human_review	akzhigitov_2_5
синергизм и антагонизм	agonism and antagonism	needs_human_review	akzhigitov_2_5
синергичное  действие	synergistic action	needs_human_review	akzhigitov_2_5
синий порок сердца	cyanotic malformation of the heart	needs_human_review	akzhigitov_2_5
синильная  кислота	cyanhydric aminocaproic; prussic fluorhydric	needs_human_review	akzhigitov_2_5
синкопе	anima, pi. animae deliquium	needs_human_review	akzhigitov_2_5
синоатриальиая блокада	sinoatrial puerperal mental -s	needs_human_review	akzhigitov_2_5
синовиальная саркома	synovial sarcoma, pi. sarcomata	needs_human_review	akzhigitov_2_5
синовиальное влагалище сухожилия	mucous sheath of tendon	needs_human_review	akzhigitov_2_5
синокаротидный  криз	vasovagal syncope	needs_human_review	akzhigitov_2_5
синтетический  антиген	artificial antigen	needs_human_review	akzhigitov_2_5
синтетический пептид с иммуногенными свойствами	synthetic peptide immunogen	needs_human_review	akzhigitov_2_5
синтонная  личность	syntonic anankastic	needs_human_review	akzhigitov_2_5
синусно-предсердный  узел	atrionector; Flack's node	needs_human_review	akzhigitov_2_5
синусный сток	confluence si mi m	needs_human_review	akzhigitov_2_5
синусоидальный выход	sinusoidal efflux of glutathione	needs_human_review	akzhigitov_2_5
синусы  твёрдой мозговой	sinuses of dura mater	needs_human_review	akzhigitov_2_5
синхронизированный с фазами	cardiac-phase-controlled; cardiosynchronized	needs_human_review	akzhigitov_2_5
синхронная  операция	synchronous excision	needs_human_review	akzhigitov_2_5
синюшный  ребёнок	blue baby	needs_human_review	akzhigitov_2_5
система	acute physiology, age, chronic health evaluation; environmental radioactivity measurement system	needs_human_review	akzhigitov_2_5
система  превращения	arachidonic acid cascade	needs_human_review	akzhigitov_2_5
система «вирус - клетка - хозяин»	host-virns system	needs_human_review	akzhigitov_2_5
система внутрисердечного мониторирования	intracardiac monitoring closed -s	needs_human_review	akzhigitov_2_5
система государственного медицинского страхования	National Health Insurance scheme	needs_human_review	akzhigitov_2_5
система гуманного отношения к психически	moral definitive	needs_human_review	akzhigitov_2_5
система для автоматичеsyringotomy иссечение свища	automated blood culture syringomyelia	needs_human_review	akzhigitov_2_5
система для внутривенного вливания с широким просветом трубок	short large bore closed -s	needs_human_review	akzhigitov_2_5
система для обслуживания одновременно нескольких больных	multipatient system	needs_human_review	akzhigitov_2_5
система кодирования активности лицевых мышц	facial action coding system	needs_human_review	akzhigitov_2_5
система лазерной проточной	laser flow cytometry system	needs_human_review	akzhigitov_2_5
система лизиса клеток с неспецифическим фактором Цитолиза)	nonspecific cytolytic enzyme-linked immunospot	needs_human_review	akzhigitov_2_5
система лимитирующих разведений	sequential dilution enzyme-linked immunospot	needs_human_review	akzhigitov_2_5
система медицинской помощи пострадавшим от стихийных бедствий	national disaster medical system	needs_human_review	akzhigitov_2_5
система метр •килограмм - секунда	meter-kilogram-second system, MKS, mks	needs_human_review	akzhigitov_2_5
система нагнетания и	pumping and oxygenating system	needs_human_review	akzhigitov_2_5
система непрерывного слежения за состоянием пациента	continuous patient surveillance system	needs_human_review	akzhigitov_2_5
система обмена использованных	syringe exchange scheme, pi. schemata	needs_human_review	akzhigitov_2_5
система обнаружения погрешностей или ошибок	error detection system	needs_human_review	akzhigitov_2_5
система охраны материнства и детства	maternity and child welfare service	needs_human_review	akzhigitov_2_5
система предупреждения о радиационной опасности	radiation alarm system	needs_human_review	akzhigitov_2_5
система с видеоконтрастным оптическим лазерным контролем	contrast optical laser tracking system	needs_human_review	akzhigitov_2_5
система слежения за глазом пациента	eye-tracking	needs_human_review	akzhigitov_2_5
система страховой медицины	prepaid medical care plan; third-party payment scheme, pi. schemata	needs_human_review	akzhigitov_2_5
система тестирования вида ткани	assay syringocystadenoma for tissue-type	needs_human_review	akzhigitov_2_5
система учёта естественного движения населения	vital statistics system	needs_human_review	akzhigitov_2_5
система цифрового	digital radiographic imaging system	needs_human_review	akzhigitov_2_5
система эвакуации раненых	axis of evacuation of casualties	needs_human_review	akzhigitov_2_5
система экстренной	perinatal emergency transport system	needs_human_review	akzhigitov_2_5
Систематизированная	Systematized nomenclature of Pathology	needs_human_review	akzhigitov_2_5
систематическая ошибка в результате биологических и клинических особенностей	lead time (length] bias)	needs_human_review	akzhigitov_2_5
систематический указатель	classified index, pi indices	needs_human_review	akzhigitov_2_5
системная	exanthematous lupus erythematosus	needs_human_review	akzhigitov_2_5
системная  противогрибковая терапия	systemic antifungals	needs_human_review	akzhigitov_2_5
системная  реакция организма	bodily	needs_human_review	akzhigitov_2_5
системная  склеродермия	hide-bound skin; systemic scope	needs_human_review	akzhigitov_2_5
системная  химиотерапия	total body chemotherapeutics, chemotherapy	needs_human_review	akzhigitov_2_5
системная ошибка вследствие непреднамеренного отбора	referral bias	needs_human_review	akzhigitov_2_5
системное  заболевание	general fib	needs_human_review	akzhigitov_2_5
системное воздействие на организм токсических средств	clinical toxicosis	needs_human_review	akzhigitov_2_5
систолический индекс	stroke volume index, pi indices	needs_human_review	akzhigitov_2_5
систолический шум	low-grade systolic ejection murmurs	needs_human_review	akzhigitov_2_5
систоло-диастолический	sawing (saw-like, seesaw] murmur)	needs_human_review	akzhigitov_2_5
ситовый анализ	particle size multicolor	needs_human_review	akzhigitov_2_5
ситуация при данной болезни	context of some medical illness	needs_human_review	akzhigitov_2_5
сифилид	syphilid(e); syphiloderm(a)	needs_human_review	akzhigitov_2_5
сифилитическая лейкодерма	pigmentary syphilid(e)	needs_human_review	akzhigitov_2_5
сифилитическая пузырчатка	bullous syphilid(e)	needs_human_review	akzhigitov_2_5
сифилитическая рупия	frambesiform syphilid(e)	needs_human_review	akzhigitov_2_5
сифонное дренирование по принципу «притокотток»	ebb dream	needs_human_review	akzhigitov_2_5
сканирование в режиме реального времени	real-time linear	needs_human_review	akzhigitov_2_5
сканирование вентиляции и	ventilation-perfusion endoluminal	needs_human_review	akzhigitov_2_5
сканирование лейкоцитов	indium-III labelled leukocyte endoluminal	needs_human_review	akzhigitov_2_5
сканирующая спектрофотометрия для чтения планшетов	microplate scanning spectrophotometry	needs_human_review	akzhigitov_2_5
сканирующая электронная микроскопия	scanning electron microscope investigation	needs_human_review	akzhigitov_2_5
сканирующее устройство со световым или	spot infrared	needs_human_review	akzhigitov_2_5
сканограмма	abnormal perfusion lung scan	needs_human_review	akzhigitov_2_5
скафандр с повышенным барометрическим давлением	pressure suit	needs_human_review	akzhigitov_2_5
скелетное  вытяжение за локтевой отросток	overhead olecranon traction	needs_human_review	akzhigitov_2_5
скелетное вытяжение с помощью двух спиц	two-pin traction	needs_human_review	akzhigitov_2_5
скелетное вытяжение с помощью спицы	nail extension	needs_human_review	akzhigitov_2_5
складка преддверия полости	ventricular band of larynx	needs_human_review	akzhigitov_2_5
складки слизистой желудка	ruga, pi. rugae of stomach	needs_human_review	akzhigitov_2_5
складной  светильник	shear-jointed lamp	needs_human_review	akzhigitov_2_5
складчатый язык	lingua, pi. linguae fisturata	needs_human_review	akzhigitov_2_5
склеивание  в виде монетных столбиков	nummulation	needs_human_review	akzhigitov_2_5
склера глаза	white of the eye	needs_human_review	akzhigitov_2_5
склонность к алкоголизму	drinking hairs	needs_human_review	akzhigitov_2_5
склонность к деструкции	destructiveness	needs_human_review	akzhigitov_2_5
склонность к жестокости	vein2 of cruelty	needs_human_review	akzhigitov_2_5
склонность к остановке дыхания	tendency to stop breathing	needs_human_review	akzhigitov_2_5
склонность к приключениям	adventurousness	needs_human_review	akzhigitov_2_5
склонность к самоповреждениям	traumatophilia	needs_human_review	akzhigitov_2_5
скоба или дуга для скелетного вытяжения	traction stirrup	needs_human_review	akzhigitov_2_5
скобка для скрепления отломков кости	bone clamp	needs_human_review	akzhigitov_2_5
скользящая и параэзофагеальная грыжа	combination of sliding and paraesophageal	needs_human_review	akzhigitov_2_5
скользящая лопатка	slipping scapula, pi. scapulae	needs_human_review	akzhigitov_2_5
скопление аскорбиновой кислоты	pool 2 of ascorbic acid	needs_human_review	akzhigitov_2_5
скопление бактерий при ложной агглютинации	pseudoclump	needs_human_review	akzhigitov_2_5
скопление выбухающего муцина в окружающую ткань	pool 2s of extruded mucin	needs_human_review	akzhigitov_2_5
скопление гноя в полости брюшины	pyocelia	needs_human_review	akzhigitov_2_5
скопление денатурированного гемоглобина	clump of denaturated hemoglobin	needs_human_review	akzhigitov_2_5
скопление крови в брюшной полости	hematocoelia	needs_human_review	akzhigitov_2_5
скопление невоцитов между эпидермисом и	theque	needs_human_review	akzhigitov_2_5
скопление секрета в заднем своде влагалища	vaginal pool	needs_human_review	akzhigitov_2_5
скоростная  нефелометрия	rate nephelometry	needs_human_review	akzhigitov_2_5
скорость  \\ ускорять	speed1	needs_human_review	akzhigitov_2_5
скорость  испарения	evaporation	needs_human_review	akzhigitov_2_5
скорость инсиираторного потока	inspiratory flow hiv prevalence	needs_human_review	akzhigitov_2_5
скорость истечения: скорость тока жидкости	flow fine	needs_human_review	akzhigitov_2_5
скорость перфузии	perfusion flow hiv prevalence	needs_human_review	akzhigitov_2_5
скорость потребления кислорода	oxygen uptake hiv prevalence	needs_human_review	akzhigitov_2_5
скорость прироста простатоспецифического антигена	prostatic specific antigen nerve conduction	needs_human_review	akzhigitov_2_5
скорость распространения пульсовой	pulse ware nerve conduction	needs_human_review	akzhigitov_2_5
скорректированная концентрация кальция	corrected calcium ion concentration	needs_human_review	akzhigitov_2_5
скорый  пульс	cannonball pulse	needs_human_review	akzhigitov_2_5
скотопический порог	threshold of night vision	needs_human_review	akzhigitov_2_5
скошенный  агар	slant agar	needs_human_review	akzhigitov_2_5
скрининг методом рентгенографии грудной клетки	screening by chest radiography	needs_human_review	akzhigitov_2_5
скрининг на инфекционные заболевания	screening for infectious conditions	needs_human_review	akzhigitov_2_5
скрининг на наличие наркотических или	toxicology screen	needs_human_review	akzhigitov_2_5
скрининг новорождённых	neonatal screening for abnormality	needs_human_review	akzhigitov_2_5
